name,city,shopping_score,user_ratings_total,weighted_rating,popularity_score
Sharon Fellowship Church,thiruvananthapuram,0.5762,2,4.219,0.0988
Saud,kozhikode,0.5762,45,4.2095,0.3442
Saroja Multi-Speciality Hospital,thrissur,0.5762,225,4.0954,0.4873
ASHA Bhavan Convent and Chapel,kozhikode,0.5761,2,4.2195,0.0988
KSEB Regional IT Unit,kozhikode,0.5761,4,4.2188,0.1447
Kosamattam Finance,kozhikode,0.576,12,4.218,0.2306
Chevayur Service Co-Operative Bank,kozhikode,0.5759,13,4.2205,0.2372
Zion Christian Church,thiruvananthapuram,0.5759,4,4.2202,0.1447
TheSTONE Sculpture Studio,thiruvananthapuram,0.5759,0,4.2187,0.0
Kerala Gramin Bank,kannur,0.5759,33,4.2151,0.317
Science Park Kannur,kannur,0.5759,58,4.2125,0.3665
Bajaj Service Center,kozhikode,0.5759,117,4.1679,0.4288
Welcare Fitness Equipment,thiruvananthapuram,0.5758,347,4.2751,0.5261
Pentecostal Maranatha Gospel Church Kazhakkuttom,thiruvananthapuram,0.5758,28,4.2226,0.3027
WMO Arts and Science College,wayanad,0.5758,277,4.1921,0.5059
Bytelabz Software Solutions Pvt LTD,thiruvananthapuram,0.5757,109,4.2487,0.4225
Western Union Money Transfer,kozhikode,0.5757,1,4.2191,0.0623
Banagal monkeys zoo,thiruvananthapuram,0.5757,0,4.2187,0.0
K Balakrishnan Memorial Children's Park,thiruvananthapuram,0.5757,2,4.218,0.0988
Blue Dart Express Limited,kannur,0.5757,717,3.8707,0.5912
Sree Kulashekharaperumal Sree Venkitachalapathy Devasthanam Deshikar Sannidhi,thiruvananthapuram,0.5756,76,4.2326,0.3905
CANARA BANK ATM,wayanad,0.5756,5,4.2191,0.1611
Golf Course,kochi,0.5755,4,4.2202,0.1447
Union Bank of India ATM,thiruvananthapuram,0.5755,4,4.2133,0.1447
GLOBAL REACH MISSION CHURCH,thrissur,0.5754,7,4.2214,0.1869
CMI Church,alappuzha,0.5754,5,4.2146,0.1611
Hindustan Petroleum Corporation Limited,wayanad,0.5754,293,4.1652,0.5109
PMG Church Church,thiruvananthapuram,0.5753,0,4.2187,0.0
Sarovarom Biopark,kozhikode,0.5753,0,4.2187,0.0
D-TECH INDUSTRIES,kannur,0.5753,58,4.2097,0.3665
Assemblies of God Church Peroorkada,thiruvananthapuram,0.5752,14,4.222,0.2434
"Thrissur Pentecostal Church of God, Bethel Hall",thrissur,0.5752,8,4.2218,0.1975
IMU Basketball court,kochi,0.5752,5,4.2161,0.1611
Nefertiti Beauty Parlour,thiruvananthapuram,0.5752,49,4.18,0.3517
Cameo Light Academy,thiruvananthapuram,0.5751,91,4.2353,0.4065
E.C.I Church Alathara,thiruvananthapuram,0.5751,2,4.2195,0.0988
Thamarabhagam Pond,thiruvananthapuram,0.5751,7,4.219,0.1869
The Salvation Army Higher Secondary School,thiruvananthapuram,0.5751,0,4.2187,0.0
"Office Of The Commissioner Of Police, Kannur City",kannur,0.5751,0,4.2187,0.0
Vyttila Pink Trumpet Tree - Bloom 🌸,kochi,0.5751,3,4.2179,0.1246
Taxitel,thiruvananthapuram,0.575,337,4.2881,0.5234
Catholic Metropolitan Archbishop's House Thrissur,thrissur,0.575,1088,4.2826,0.6286
Apostolic Church of Pentecost,kochi,0.575,1,4.2191,0.0623
Aminabi Funeral Service Centre (AFSC),kozhikode,0.575,0,4.2187,0.0
"KV No.2 Govindapuram, Kozhikode",kozhikode,0.575,0,4.2187,0.0
INDIA POST Kuriachira,thrissur,0.5749,17,4.2227,0.2598
Aricaria Developers,thrissur,0.5749,1,4.2191,0.0623
Clince v mathew,wayanad,0.5749,0,4.2187,0.0
Sachin Gopal memorial,kannur,0.5749,0,4.2187,0.0
Govind Auto Spares,thiruvananthapuram,0.5746,205,4.2355,0.4789
"St. Thomas Evangelical Church of India, Keshavadasapuram parish English service at 11:45AM",thiruvananthapuram,0.5746,52,4.2258,0.3569
A.G Church (Assemblies of God)Manaserry,kochi,0.5746,3,4.2184,0.1246
Hotel Jaya,kozhikode,0.5746,1795,4.0679,0.6736
Nirmithi Kendra,thrissur,0.5745,54,4.2208,0.3602
Diet SH College Canteen,kochi,0.5745,82,4.2101,0.3972
Keltron Knowledge Centre,thiruvananthapuram,0.5743,12,4.218,0.2306
Majestic - Fibre Glass Raw Material Suppliers,kozhikode,0.5743,2,4.2175,0.0988
SBI ATM,thrissur,0.5743,3,4.2143,0.1246
Baywatch Beach Resort,alappuzha,0.5743,831,4.1251,0.6044
"St. Antony's Syro-Malabar Church, Kundayithode",kozhikode,0.5742,81,4.2257,0.3961
State Bank ATM.,wayanad,0.5742,3,4.2169,0.1246
Nexus Events & Wedding Planner,thrissur,0.5741,39,4.226,0.3316
Rajeesh Film Fixing & Etching sticker works,alappuzha,0.574,26,4.2249,0.2963
"Immanuel Mar Thoma Syrian Church, Kannur",kannur,0.574,21,4.2226,0.2779
"St. Basil Chapel, MBCET",thiruvananthapuram,0.574,7,4.219,0.1869
Cactus & Succulent Park,thiruvananthapuram,0.574,4,4.2159,0.1447
Sree Hanuman Swamy Temple,thiruvananthapuram,0.5739,1627,4.4795,0.6648
Nature Education Society of Travancore (Nest),thiruvananthapuram,0.5739,16,4.2233,0.2547
Ipc Carmel Hall Bartonhill,thiruvananthapuram,0.5739,0,4.2187,0.0
Sree Chithira Thirunal Statue,thiruvananthapuram,0.5739,2,4.2175,0.0988
Emu,thiruvananthapuram,0.5738,0,4.2187,0.0
Axis Bank ATM,kozhikode,0.5738,4,4.2139,0.1447
Sakhav Balan Smarakam,thrissur,0.5737,2,4.2195,0.0988
Dil Driving School,kozhikode,0.5737,7,4.2193,0.1869
Hoy Momo,kochi,0.5737,2,4.218,0.0988
"Fathima matha chapel, fathimapuram,",alappuzha,0.5736,1,4.2191,0.0623
Mampilly Dental Clinic,kozhikode,0.5736,0,4.2187,0.0
Church of God,kochi,0.5735,55,4.2289,0.3618
Shifa Medicals,thiruvananthapuram,0.5735,2,4.2185,0.0988
IndianOil,kochi,0.5735,239,4.1953,0.4927
Sree Kunnuvila Bhagavathi Temple,thiruvananthapuram,0.5734,74,4.2323,0.3881
Church of God Fortkochi,kochi,0.5733,17,4.2202,0.2598
Nithya Sahaya Matha Church,munnar,0.5733,5,4.2186,0.1611
SBI ATM,thrissur,0.5733,3,4.2184,0.1246
"St. Thomas' Syro-Malabar Church, Amalapuri",kozhikode,0.5732,260,4.2626,0.5002
"Burger Hub, West Fort",thrissur,0.5732,3343,4.207,0.7295
Govt UP School Thiruvannur,kozhikode,0.5731,0,4.2187,0.0
MoneyGram,wayanad,0.5731,0,4.2187,0.0
Hotel Padma,thiruvananthapuram,0.5731,668,4.1639,0.5848
Evolution Fitness,kozhikode,0.573,94,4.2268,0.4094
Parumala Mar Gregorios Church ( Kurishupalli),kozhikode,0.573,2,4.219,0.0988
Jnanodayam Public School,kochi,0.573,0,4.2187,0.0
Pr. E P Daniel Memorial Church of God,thiruvananthapuram,0.573,0,4.2187,0.0
Devikulam Police Station,munnar,0.573,0,4.2187,0.0
Sri Mu Saravana Bhavan,thrissur,0.573,1238,3.9439,0.6402
Punnamada Lake,alappuzha,0.5729,462,4.2902,0.5517
Prime Chapathy Corner,thiruvananthapuram,0.5729,4,4.2202,0.1447
The Gym Fitness Castle,kannur,0.5728,11,4.2169,0.2234
SAROVARAM BIOPARK ENTRY GATE,kozhikode,0.5727,25,4.2135,0.2929
DUM,alappuzha,0.5726,8,4.2218,0.1975
P S Smarakam,thiruvananthapuram,0.5725,26,4.2223,0.2963
Gharial cage,thiruvananthapuram,0.5725,0,4.2187,0.0
Elightcabs | Taxi Service | Self Drive Car | Luxury Car for Rent in Trivandrum,thiruvananthapuram,0.5724,668,4.3142,0.5848
SKSSF State Committee Office,kozhikode,0.5724,68,4.2378,0.3806
Barry Church,thrissur,0.5724,4,4.2172,0.1447
Annapurna Veg Restaurant,munnar,0.5724,3686,3.299,0.7382
Thiruvananthapuram,thiruvananthapuram,0.5723,0,4.2187,0.0
TVMSERVER,thiruvananthapuram,0.5722,90,4.2222,0.4055
Meow Technologies,kochi,0.5722,1,4.2186,0.0623
Munnar Cottage by Bookingmania,munnar,0.5722,83,4.214,0.3983
Udupi Pure Veg Restaurant,wayanad,0.5722,167,4.1633,0.4606
"St. John Nepumsian's Syro-Malabar Church, Konthuruthy",kochi,0.5721,289,4.2542,0.5097
KaChaTaThaPa Art Gallery by N Bhattathiri,thiruvananthapuram,0.5721,17,4.2219,0.2598
Arakkapadans Thattukada,kochi,0.572,6,4.2201,0.1749
ChavaraMatrimony.com-Kannur - Kerala Matrimony for Christians,kannur,0.5719,36,4.2307,0.3246
Arenco Non Vegetarian,thiruvananthapuram,0.5719,85,4.1812,0.4004
Mookken Devassy Thevara and Co,kochi,0.5719,1189,4.0999,0.6366
K N Raj Library (CDS),thiruvananthapuram,0.5716,13,4.2237,0.2372
College Of Engineering Munnar,munnar,0.5716,10,4.2206,0.2155
CANARA BANK ATM,kozhikode,0.5716,3,4.2194,0.1246
IPC Mizpah Prayer Centre,thiruvananthapuram,0.5716,1,4.2191,0.0623
Primates interpret centre zoo,thiruvananthapuram,0.5716,0,4.2187,0.0
Khidma Charitable Trust,kannur,0.5716,6,4.2171,0.1749
Five Star Chicken,kannur,0.5715,87,4.2096,0.4025
"New India Bible Church (NIBC),Calicut (Pentocost Church)",kozhikode,0.5713,7,4.2193,0.1869
Sree Chitra Tirunal Institute for Medical Sciences & Technology,thiruvananthapuram,0.5712,781,4.2415,0.5988
Kerala Express Cargo Lines,kochi,0.5712,0,4.2187,0.0
Jackal,thiruvananthapuram,0.5712,0,4.2187,0.0
Ammachy Thattukada,thiruvananthapuram,0.5712,9,4.2186,0.207
Kalpetta Service Co Operative Bank,wayanad,0.5711,1,4.2181,0.0623
Kaffogis Thrissur,thrissur,0.571,10,4.2161,0.2155
S.D.P.Y Central School,kochi,0.5709,0,4.2187,0.0
Corporation Bank ATM,kozhikode,0.5709,2,4.2185,0.0988
THULASEEVANAM HERBAL PARK,thiruvananthapuram,0.5709,4,4.2172,0.1447
Good News Ministries,thiruvananthapuram,0.5708,7,4.2204,0.1869
Drishyam Eye Care Hospital,thrissur,0.5707,2436,4.5379,0.701
Akshay Technology Services,thiruvananthapuram,0.5707,3,4.2184,0.1246
NEW COVENANT CHURCH AND HIM MINISTRIES PRAYER MEETING,thiruvananthapuram,0.5706,18,4.2248,0.2647
Kakkad thqwa palli,kannur,0.5706,3,4.2199,0.1246
Life Renewal Ministries,kochi,0.5706,2,4.219,0.0988
Kozhikode District Co-operative Bank Ltd,kozhikode,0.5706,2,4.2185,0.0988
UNNIKRISHNA LODGE,kochi,0.5706,128,4.1935,0.4369
Centre Point,kochi,0.5706,827,4.0377,0.604
Womans Innovations,alappuzha,0.5705,1213,4.2871,0.6384
Art and draw,kozhikode,0.5705,40,4.2301,0.3338
G-TEC COMPUTER EDUCATION PANAMARAM,wayanad,0.5705,40,4.2301,0.3338
Fathima Chappel,kochi,0.5705,0,4.2187,0.0
Pazhaya Sreekanteswaram Shree Mahadeva Temple,thiruvananthapuram,0.5704,457,4.2896,0.5507
Loyola Chapel Trivandrum,thiruvananthapuram,0.5704,140,4.2436,0.4448
Riyad Hollow Bricks,wayanad,0.5704,2,4.2185,0.0988
HOT CHEF Take Away Happiness,thiruvananthapuram,0.5704,124,4.2176,0.434
East Coast,thiruvananthapuram,0.5704,118,4.1842,0.4296
Multidata,thiruvananthapuram,0.5704,232,4.1232,0.49
Sree Subramanya Swamy Temple,alappuzha,0.5703,41,4.2243,0.336
Puthuvype Mangroves,kochi,0.5703,10,4.2206,0.2155
The Trichur Bar Association,thrissur,0.5702,35,4.2201,0.3221
"St. Peter The Apostle - Latin Catholic Church, Kannanthura",thiruvananthapuram,0.5701,95,4.236,0.4103
Bell Foods,kochi,0.5701,74,4.2109,0.3881
fry cartel,kannur,0.57,37,4.2256,0.327
"St. Mary's Malankara Syrian Catholic Church, Valiyavila",thiruvananthapuram,0.57,19,4.2138,0.2693
State Bank ATM,kochi,0.5699,2,4.2175,0.0988
Palmgrove Heritage Retreat,kannur,0.5699,276,4.1437,0.5055
St. George Orthodox Syrian Cathedral,thiruvananthapuram,0.5698,343,4.2599,0.525
Kuthiravattom Post Office,kozhikode,0.5698,26,4.2172,0.2963
Thrissur District Panchayat Office,thrissur,0.5698,26,4.2159,0.2963
Dhanlaxmi Bank,alappuzha,0.5698,4,4.2159,0.1447
KSFE KOZHIKODE EVENING,kozhikode,0.5698,5,4.2127,0.1611
Dhanlaxmi Bank,thrissur,0.5697,7,4.2134,0.1869
Anantapuri Public School,thiruvananthapuram,0.5696,0,4.2187,0.0
Elysian Kitchen,thiruvananthapuram,0.5696,10,4.2171,0.2155
Subway Keston Road,thiruvananthapuram,0.5696,1218,4.2116,0.6387
"KSEB Electrical Section, Mankave",kozhikode,0.5696,49,4.1871,0.3517
123 Fitness Studio,kannur,0.5695,63,4.2242,0.3738
Little Flower Cemetery Chapel,kochi,0.5695,3,4.2199,0.1246
New Exodus Ministries,thiruvananthapuram,0.5695,0,4.2187,0.0
State Soil Museum and State Soil Information Centre,thiruvananthapuram,0.5694,191,4.2432,0.4726
"Holy Family Syro-Malabar Catholic Church, Thirumala",thiruvananthapuram,0.5694,97,4.2317,0.4121
St.Shantal English Medium School,thiruvananthapuram,0.5694,0,4.2187,0.0
"The Salvation Army Territorial Headquarter, India South Western Territory.",thiruvananthapuram,0.5693,57,4.2237,0.365
S.N Vidya Mandir,kannur,0.5693,0,4.2187,0.0
SUPERGAS Sub-Franchisee - Vinodh gas agency,thiruvananthapuram,0.5693,5,4.2186,0.1611
Healthush,thiruvananthapuram,0.5693,46,4.2048,0.3461
ASSEMBLIES OF GOD CHURCH CHEVAYOOR,kozhikode,0.5692,2,4.2195,0.0988
Canara Bank Atm,kozhikode,0.5692,1,4.2181,0.0623
"St Joseph's Shrine Church, Kadavanthra",kochi,0.5691,364,4.2466,0.5303
Church of God (Full Gospel) in India Trivandrum Medical College Campus Church,thiruvananthapuram,0.5691,28,4.2295,0.3027
Nambodiri Vidyalayam,thrissur,0.5691,0,4.2187,0.0
Sub Registrar Office Pattom,thiruvananthapuram,0.5691,74,4.2002,0.3881
Evartha,thiruvananthapuram,0.569,10,4.2196,0.2155
S D P Y Girls High School,kochi,0.569,0,4.2187,0.0
Kannur Dist.Govt Hospital Employees Co op Canteen Society Ltd,kannur,0.569,15,4.2141,0.2492
Buddha Kalari,thiruvananthapuram,0.5688,190,4.2518,0.4721
Union Bank ATM,kozhikode,0.5688,2,4.2175,0.0988
Swami Vivekananda Medical Mission Hospital,wayanad,0.5688,35,4.2149,0.3221
Thrissur Municipal Corporation Office,thrissur,0.5688,201,4.1804,0.4772
Zion Dental Clinic,thiruvananthapuram,0.5687,11,4.223,0.2234
Raghavettante പന്നി കട,wayanad,0.5687,3,4.2199,0.1246
Indira Bhavan Ward Congress Commitee Office,kozhikode,0.5687,1,4.2191,0.0623
Chaya Arts,thiruvananthapuram,0.5686,52,4.2385,0.3569
Vyakulamatha chappel,kochi,0.5686,0,4.2187,0.0
Lisiuex Ashram and Karmala Welfare Centre,alappuzha,0.5686,4,4.2178,0.1447
CHURCH OF GOD FULL GOSPEL IN INDIA,kochi,0.5685,6,4.221,0.1749
PMG Church Edavacod (Pentecostal Church),thiruvananthapuram,0.5685,1,4.2191,0.0623
Vimla farms,thrissur,0.5685,1,4.2186,0.0623
Adoration Chapel,thiruvananthapuram,0.5684,7,4.2214,0.1869
Kerala Gramin Bank,thrissur,0.5684,10,4.2156,0.2155
Al-Baik Bytes Cafe,alappuzha,0.5683,19,4.2082,0.2693
Sree Valayanad Devi Temple,kozhikode,0.5682,3359,4.5831,0.7299
noopura varghese,thiruvananthapuram,0.5681,0,4.2187,0.0
Gypsum show,wayanad,0.5681,0,4.2187,0.0
Bajaj Auto Garage,kozhikode,0.568,4,4.2198,0.1447
Kararinakam Service Co-operative Bank,kannur,0.568,17,4.2194,0.2598
Veli Pool,thiruvananthapuram,0.5679,3,4.2173,0.1246
Indian Overseas Bank ATM,kannur,0.5678,5,4.2191,0.1611
Sreekrishna Ayurveda panchakarma centre ( Approved by KTDC-Olive Leaf),alappuzha,0.5678,76,4.218,0.3905
Federal Bank ATM,kozhikode,0.5678,2,4.2175,0.0988
IPC SHARON FORTKOCHI,kochi,0.5677,4,4.2202,0.1447
Capuchin Ashram,thiruvananthapuram,0.5677,1,4.2191,0.0623
BeIITian Academy,thiruvananthapuram,0.5677,0,4.2187,0.0
Pallikunnu Government Higher Secondary School,kannur,0.5677,0,4.2187,0.0
AQUINAS COLLEGE,kochi,0.5677,223,4.2068,0.4865
NSTI Calicut(National Skill Training Institute Calicut),kozhikode,0.5676,263,4.2281,0.5012
Martyr’s memorial star statue,thiruvananthapuram,0.5676,0,4.2187,0.0
IndianOil,kochi,0.5676,14,4.2172,0.2434
Jesus voice Prayer Tower,thiruvananthapuram,0.5675,0,4.2187,0.0
Sobha Orchids.,thrissur,0.5675,20,4.2056,0.2737
Pettah Shiva Temple,thiruvananthapuram,0.5674,160,4.2395,0.4568
College Of Engineering Munnar Canteen,munnar,0.5673,96,4.1903,0.4112
Hotel Mango Tree Inn,kochi,0.5672,42,4.1936,0.3381
Aiden Builders,kozhikode,0.5671,20,4.2254,0.2737
State Bank Of India ATM,thrissur,0.5671,1,4.2171,0.0623
Sacred Heart CMI Public School,kochi,0.567,0,4.2187,0.0
Mary Nilayam Senior Secondary School [MNSS],thiruvananthapuram,0.567,0,4.2187,0.0
SIENA COLLEGE OF PROFESSIONAL STUDIES,kochi,0.567,235,4.1957,0.4911
CHURCH OF GOD (Full Gospel )IN INDIA,kochi,0.5669,4,4.2202,0.1447
Church of South India KulamanKai,munnar,0.5668,4,4.2202,0.1447
St Mary's Upper Primary School,kochi,0.5667,0,4.2187,0.0
South Indian Bank ATM,thrissur,0.5666,3,4.2188,0.1246
HHA Tank Terminal,kochi,0.5666,23,4.2162,0.2857
P M C Bank,kochi,0.5665,8,4.219,0.1975
Palayam,thiruvananthapuram,0.5664,0,4.2187,0.0
Navajeevan Bethany Vidyalaya,thiruvananthapuram,0.5664,0,4.2187,0.0
KIDDZ PALACE KINDERGARTEN,thiruvananthapuram,0.5664,4,4.2172,0.1447
Kerala Rural Water Supply and Sanitation Agency Thiruvananthapuram,thiruvananthapuram,0.5664,8,4.2158,0.1975
ZAIN REAL TASTE,kochi,0.5662,4,4.2163,0.1447
State Bank ATM,kochi,0.5661,4,4.2188,0.1447
Kannankandy Motors,kozhikode,0.5661,67,4.2181,0.3793
Rangamani & Co,thiruvananthapuram,0.5661,4,4.2168,0.1447
Parakoottam Brothers,kannur,0.566,1,4.2191,0.0623
G4 Developers,thrissur,0.566,4,4.2188,0.1447
MATTANCHERRY POLICE STATION,kochi,0.566,0,4.2187,0.0
Kerala State Co-operative Bank,thiruvananthapuram,0.566,2,4.218,0.0988
Joys Palace,thrissur,0.5659,6494,4.2809,0.7891
VACB Kozhikode,kozhikode,0.5659,4,4.2188,0.1447
UCO Bank,kannur,0.5659,12,4.218,0.2306
Al Thamam Biriyani,kochi,0.5659,2,4.2175,0.0988
Osko Builders India Pvt Ltd,thiruvananthapuram,0.5658,36,4.2201,0.3246
5 Star Thattukada,thiruvananthapuram,0.5658,3,4.2194,0.1246
Kerala Vyapari Vyavasayi Ekopana Samiti Vyapra Bhavan,kozhikode,0.5658,2,4.219,0.0988
Vydyuthi Bhavanam,kozhikode,0.5658,72,4.218,0.3857
Assemblies Of God Bethel Church,thiruvananthapuram,0.5658,3,4.2173,0.1246
Panniyankara Service Co-operative Bank,kozhikode,0.5658,11,4.2148,0.2234
Hotel Chinnus,thiruvananthapuram,0.5658,58,4.1984,0.3665
Villadom pond,thrissur,0.5657,0,4.2187,0.0
Chempaka Kindergarten Annexe VII,thiruvananthapuram,0.5657,11,4.2186,0.2234
Ambuja Cements,kochi,0.5657,9,4.2159,0.207
Seashore,alappuzha,0.5657,342,4.1867,0.5248
Thakshashila R&D Pvt Ltd,thiruvananthapuram,0.5656,21,4.2247,0.2779
Federal Bank ATM,kozhikode,0.5656,3,4.2173,0.1246
Tamaki restaurant alleppey,alappuzha,0.5656,103,4.2129,0.4175
ChicKing,kozhikode,0.5656,2389,3.9364,0.6993
Excel Publishers,thrissur,0.5655,8,4.221,0.1975
kararinakam co-operative bank,kannur,0.5655,4,4.2188,0.1447
Nagarjuna,kochi,0.5655,1,4.2186,0.0623
IMG Barton Hill Campus,thiruvananthapuram,0.5654,12,4.2186,0.2306
CGHS Dispensary,thiruvananthapuram,0.5653,39,4.2049,0.3316
Thrichakrapuram Sri Krishna Swamy Temple,thiruvananthapuram,0.5652,449,4.3253,0.5492
"Kerala Toddy Worker's Welfare Board, Thrissur",thrissur,0.5652,5,4.2176,0.1611
"St. Teresa of Calcutta Syro-Malabar Catholic Church, Kannammoola",thiruvananthapuram,0.5651,56,4.2318,0.3634
#BRIGHT #TYRERETREADING,thrissur,0.5651,4,4.2202,0.1447
SBI ATM,kozhikode,0.565,1,4.2181,0.0623
Moothedan Pools,kozhikode,0.5649,27,4.2198,0.2995
Suvarna Keralam Thulaseevanam Herbal Park University Of Kariyavattom,thiruvananthapuram,0.5649,1,4.2191,0.0623
Kavalimackal,alappuzha,0.5649,0,4.2187,0.0
Hotel De Paris Sasthamangalam,thiruvananthapuram,0.5649,2045,4.0576,0.6853
Dhanalakshmi ATM,kozhikode,0.5648,5,4.2186,0.1611
Vasco garage,wayanad,0.5645,3,4.2188,0.1246
Elcome Integrated Systems,kochi,0.5644,7,4.2176,0.1869
Bharat Petroleum Pump ATS,kochi,0.5644,258,4.1937,0.4995
KFC,thiruvananthapuram,0.5644,6970,4.0488,0.7955
SN Infotech Computer and Fashion designing Centre,kochi,0.5643,414,4.3355,0.5419
PulMed Medicals (SERVICE CENTRE),kozhikode,0.5643,5,4.2206,0.1611
Vypin Tank Farm view,kochi,0.5643,0,4.2187,0.0
Bank of India,kozhikode,0.5643,31,4.1986,0.3115
Samrat Hotel,thiruvananthapuram,0.5643,552,4.0632,0.5677
F12 FITNESS CHAPTER 1,thiruvananthapuram,0.5642,207,4.2263,0.4798
"Domino's Pizza | Mullakkal, Alappuzha",alappuzha,0.5642,960,4.1153,0.6174
Artist Rahul Palur,thrissur,0.5641,64,4.2429,0.3752
"St. Mary's Malankara Syrian Catholic Church, Karyavattom",thiruvananthapuram,0.5641,39,4.2241,0.3316
Rehoboth Brethren Church,thrissur,0.5641,5,4.2206,0.1611
KERALA URBAN & RURAL DEVELOPMENT FINANCE CORPORATION LTD.,thiruvananthapuram,0.564,5,4.2196,0.1611
CSB Bank ATM,thrissur,0.564,2,4.2195,0.0988
SBI Branch Peroorkada Indiranagar,thiruvananthapuram,0.564,38,4.2127,0.3293
"LIC of India, Divisional Office",thrissur,0.564,120,4.2063,0.4311
Chaldean Syrian Church of The East,thrissur,0.5638,11,4.2197,0.2234
Yoga Park,thiruvananthapuram,0.5638,8,4.2194,0.1975
Ophthalmic Hospital,thiruvananthapuram,0.5638,0,4.2187,0.0
The Kannur Town Service Co-Operative Bank Ltd.,kannur,0.5638,8,4.2182,0.1975
DriverG - Call Driver Services in Thiruvananthapuram,thiruvananthapuram,0.5637,207,4.2638,0.4798
Krishna Menon Memorial Govt. Women's College,kannur,0.5637,178,4.2253,0.4663
Sarvodaya Vidyalaya (ICSE),thiruvananthapuram,0.5637,0,4.2187,0.0
Thunchathacharya Vidyalayam,kannur,0.5637,0,4.2187,0.0
TOMB CHAPEL of Archbishop Venerable Mar Ivanios,thiruvananthapuram,0.5636,9,4.2204,0.207
South Indian Bank ATM,thiruvananthapuram,0.5636,6,4.2189,0.1749
Hasbi Tours & Travels,kozhikode,0.5636,60,4.2007,0.3695
Union Bank Of India,thiruvananthapuram,0.5635,19,4.2147,0.2693
Bharat Petroleum Corporation Limited BPCL Kannur,kannur,0.5634,10,4.2206,0.2155
"Blood Bank, Regional Cancer Centre",thiruvananthapuram,0.5634,4,4.2192,0.1447
College Of Pharmaceutical Sciences,thiruvananthapuram,0.5634,67,4.2148,0.3793
Cafe 03,kannur,0.5634,117,4.2121,0.4288
Parakottukonam Kulam,thiruvananthapuram,0.5631,5,4.2196,0.1611
Union Bank of India ATM,kochi,0.5631,1,4.2191,0.0623
Ettakulam Pond,thrissur,0.5631,0,4.2187,0.0
Maruti Suzuki Service (Indus Motors Co),kozhikode,0.5631,345,4.1865,0.5255
Tamilnad Mercantile Bank (TMB) - Kozhikode,kozhikode,0.563,9,4.2195,0.207
VOCATIONAL REHABILITATION CENTRE FOR HANDICAPPED,thiruvananthapuram,0.5629,8,4.221,0.1975
DREAM TURTLE,thiruvananthapuram,0.5629,0,4.2187,0.0
South Indian Bank - Cheroor Branch,thrissur,0.5629,15,4.2163,0.2492
HI LIFE BUILDERS,thrissur,0.5628,19,4.2213,0.2693
The Club House t Zone,thrissur,0.5628,8,4.2202,0.1975
"Amrita Vidyalayam, Kannur",kannur,0.5628,0,4.2187,0.0
District Employment Exchange,thiruvananthapuram,0.5628,132,4.1928,0.4396
THREE WHEELER WORKSHOP,wayanad,0.5627,0,4.2187,0.0
Expeditors,kochi,0.5627,5,4.2166,0.1611
Malankara dam,wayanad,0.5626,4,4.2198,0.1447
"St. Francis Assisi Church, Vellapally",alappuzha,0.5625,109,4.2229,0.4225
Sasthamangalam Tree,thiruvananthapuram,0.5625,2,4.2185,0.0988
P.M.S.C. Bank - Veli Branch,kochi,0.5625,7,4.2158,0.1869
"Sharon Fellowship Church, Thondayad, Kozhikode",kozhikode,0.5624,8,4.221,0.1975
Kunja kurish palli,kochi,0.5624,0,4.2187,0.0
Daivasabha kochuveli,thiruvananthapuram,0.5624,0,4.2187,0.0
Western Union Money Transfer,wayanad,0.5624,0,4.2187,0.0
The Salvation Army - Commr. P.E. George Memorial Church,thiruvananthapuram,0.5623,25,4.2271,0.2929
Achutha Menon Centre for Health Science Studies,thiruvananthapuram,0.5623,108,4.2228,0.4217
Chinmaya Vidyalaya - West Kochi,kochi,0.5623,0,4.2187,0.0
Avant Enterprises Pvt Ltd,kochi,0.5623,0,4.2187,0.0
SBI Branch Devikulam,munnar,0.5623,16,4.2185,0.2547
South Indian Bank - Ayyanthole Branch,thrissur,0.5621,30,4.214,0.3087
Malabar Restaurant,kozhikode,0.5621,149,4.1689,0.4504
"Muthoot MCred Gold Loan In P.K Rd, Kochi (Muthoottu Mini)",kochi,0.562,2,4.2195,0.0988
Delta Services,thiruvananthapuram,0.562,5,4.2181,0.1611
PWD National Highway Office,kannur,0.5619,6,4.2174,0.1749
MM Vocational HSS Parappil,kozhikode,0.5618,0,4.2187,0.0
