name,category,rating,sentiment,city,lat,lng,review_count,review_avg_rating,user_ratings_total,has_review,review_length,popularity_signal
OCEANART,museum,5.0,0.5,kochi,9.964513199999995,76.2387814,0,5.0,1,0,0,0.693147
Ernakulam District Heritage Museum,museum,4.2,0.8046371213982464,kochi,9.9672858,76.2411836,5,4.6,31,1,499,3.465736
Kannamaly beach water tank,museum,5.0,0.5,kochi,9.8818897,76.2607635,0,5.0,2,0,0,1.098612
Advaid ka ghar,museum,0.0,0.5,kochi,9.959792,76.3076237,0,0.0,0,0,0,0.0
National Marine Biodiversity Museum,museum,4.1,0.4955080830978306,kochi,9.9886754,76.272291,5,3.8,26,1,278,3.295837
Top Dolls,museum,4.8,0.803627974542155,kochi,9.9798933,76.2781547,5,4.6,151,1,253,5.023881
My Masters Wholesale Toy Shop,museum,4.2,0.553407311992524,kochi,9.9806024,76.2779077,5,5.0,98,1,174,4.59512
Catholic Art Museum,museum,3.8,0.35023750294831085,kochi,9.9825944,76.2759881,5,3.8,10,1,81,2.397895
Royal Kennel Services,pet store,4.9,0.7611735704044915,kochi,9.933395100000002,76.2618086,5,4.6,61,1,128,4.127134
COPT Avenue Walkway,park,4.4,0.7284571990768488,kochi,9.934166,76.2731453,5,3.8,1946,1,398,7.574045
COPT Park,park,4.3,0.6415154838242977,kochi,9.933831799999998,76.2736646,5,4.4,28,1,74,3.367296
Chill spot,park,5.0,0.9563214361928387,kochi,9.932781300000002,76.2756364,1,5.0,2,1,5,1.098612
Vathuruthy Park,park,3.7,0.37484838670787085,kochi,9.9365148,76.2753869,5,4.0,67,1,54,4.219508
Santhom colony park,park,4.2,0.5622010962879384,kochi,9.9303431,76.2575475,5,4.2,22,1,27,3.135494
Chirakal Park,park,4.2,0.5821155311460314,kochi,9.9220916,76.2638662,5,4.4,16,1,104,2.833213
P R Mathew Park,park,4.0,0.40857193622735016,kochi,9.9220447,76.2636888,5,3.2,54,1,274,4.007333
Tip Top Azeez Memorial Ground,park,3.5,0.5,kochi,9.9431364,76.25578709999999,0,3.5,2,0,0,1.098612
Kochi night walkway,park,5.0,0.5,kochi,9.9292407,76.2839194,0,5.0,3,0,0,1.386294
Kadebhagam Park - Pandit Karuppan Square,park,3.9,0.4745790995524809,kochi,9.9218079,76.28208409999999,5,4.6,136,1,123,4.919981
CASA LACUS,park,5.0,0.8030419179184093,kochi,9.9137547,76.26547880000001,1,5.0,1,1,6,0.693147
COCHIN PORT WALKWAY,park,4.6,0.7672805651758136,kochi,9.9285934,76.2849765,4,4.75,13,1,85,2.639057
Willingdon Island,park,4.4,0.8485686409949939,kochi,9.9483608,76.275649,5,4.6,33,1,215,3.526361
COPT Park,park,4.4,0.5173710136227802,kochi,9.9280897,76.28650569999999,5,4.0,771,1,306,6.648985
SURJA,park,0.0,0.5,kochi,9.948642200000002,76.2585883,0,0.0,0,0,0,0.0
IMU FLAG MAST,park,0.0,0.5,kochi,9.928808399999998,76.2875196,0,0.0,0,0,0,0.0
Corporation park,park,3.8,0.32887597151574544,kochi,9.9117909,76.2739955,3,4.3333,6,1,34,1.94591
Kochunni master childrens park,park,3.8,0.4319857446206107,kochi,9.9466529,76.2534719,4,3.5,10,1,171,2.397895
YMCA Children's Park,park,5.0,0.6312739821806338,kochi,9.9466632,76.25347889999999,1,5.0,2,1,9,1.098612
ICCI Park,park,3.7,0.62391412821046,kochi,9.946659499999996,76.2534716,1,4.0,9,1,3,2.302585
Swargam,park,0.0,0.5,kochi,9.911061699999998,76.2740415,0,0.0,0,0,0,0.0
Saudi park,park,0.0,0.5,kochi,9.9363979,76.2451363,0,0.0,0,0,0,0.0
samoosa park/ chesspark nazareth,park,4.0,0.23710682527507562,kochi,9.9456305,76.24861709999999,5,3.6,235,1,286,5.463832
Diamond Park,park,3.8,0.38112452090467525,kochi,9.9458224,76.2485853,5,3.4,183,1,92,5.214936
St john Park,park,5.0,0.6432928105961968,kochi,9.944754,76.2448443,1,5.0,4,1,8,1.609438
Santhinagar Childrens Park,park,0.0,0.5,kochi,9.9524127,76.2518269,0,0.0,0,0,0,0.0
Tokyo puzhavaram,park,4.9,0.8831498850971937,kochi,9.9044133,76.27135,3,5.0,10,1,9,2.397895
Sacred Heart College Sunset View Point,park,4.4,0.8038761956224385,kochi,9.9386908,76.294435,5,4.6,11,1,44,2.484907
Children Park Mattancherry,park,3.5,0.1869444523680691,kochi,9.9581462,76.2602899,5,2.8,12,1,194,2.564949
