name,category,types,rating,review,city,lat,lng,review_count,review_avg_rating,user_ratings_total,interest_scores_json,interest_tags,interest_tag_count,interest_tags_json,intent_scores_json,intent_tags,intent_tag_count,intent_tags_json,clean_interest_tags,clean_interest_tag_count,clean_interest_tags_json,clean_intent_tags,clean_intent_tag_count,clean_intent_tags_json
Chennai Corporation Park,park,park | point_of_interest | establishment,4.3,,chennai,13.0632733,80.2486015,0,4.3,832,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Jawahar Nagar Park,park,park | point_of_interest | establishment,4.2,,chennai,13.1108598,80.2286163,0,4.2,808,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
kolathur Thamarai Kulam Punga,park,park | point_of_interest | establishment,4.4,,chennai,13.1185993,80.2231812,0,4.4,683,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Muthamizharignar Dr. Kalaignar M. Karunanidhi Memorial,park,park | point_of_interest | establishment,4.5,,chennai,13.065406,80.2861021,0,4.5,633,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
K.P.Park,park,park | point_of_interest | establishment,4.0,,chennai,13.0954223,80.2671486,0,4.0,618,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Venus park,park,park | point_of_interest | establishment,4.1,,chennai,13.113795,80.2352042,0,4.1,609,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Sakthivel Nagar Park,park,park | point_of_interest | establishment,4.1,,chennai,13.1239408,80.22472810000001,0,4.1,556,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Park Choolai,park,park | point_of_interest | establishment,4.1,,chennai,13.0905791,80.2638413,0,4.1,526,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Jeeva Park,park,park | point_of_interest | establishment,4.2,,chennai,13.0986207,80.2293241,0,4.2,481,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
MGR Memorial Arch,park,park | point_of_interest | establishment,4.5,,chennai,13.064711,80.2838206,0,4.5,444,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Corporation Park & Children's Playground,park,park | point_of_interest | establishment,4.4,,chennai,13.0403949,80.26032649999999,0,4.4,415,"{""nature"": 0.9}",nature,1,"[""nature""]","{""family-friendly"": 0.67}",family-friendly,1,"[""family-friendly""]",nature,1,"[""nature""]",family-friendly,1,"[""family-friendly""]"
Senganthal Poonga,park,park | point_of_interest | establishment,4.4,,chennai,13.0514455,80.2546562,0,4.4,365,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Express Avenue,shopping mall,shopping_mall | point_of_interest | establishment,4.4,,chennai,13.0584546,80.26418439999999,0,4.4,105545,"{""shopping"": 1.0}",shopping,1,"[""shopping""]",{},,0,[],shopping,1,"[""shopping""]",,0,[]
Sangam Cinemas,movie theater,movie_theater | point_of_interest | establishment,4.2,,chennai,13.0789613,80.2493535,0,4.2,27106,{},,0,[],{},,0,[],,0,[],,0,[]
"GRT Jewellers - Perambur, Chennai",jewelry store,jewelry_store | point_of_interest | store | establishment,4.8,,chennai,13.1111438,80.2398508,0,4.8,25662,"{""shopping"": 0.89}",shopping,1,"[""shopping""]","{""jewelry shopping"": 0.67}",jewelry shopping,1,"[""jewelry shopping""]",shopping,1,"[""shopping""]",jewelry shopping,1,"[""jewelry shopping""]"
Doveton Cafe,home goods store,home_goods_store | point_of_interest | store | establishment,4.4,,chennai,13.086661,80.2581411,0,4.4,18267,{},,0,[],{},,0,[],,0,[],,0,[]
"Titan World - Royapuram, Chennai",store,store | point_of_interest | establishment,4.9,,chennai,13.1122589,80.29204849999999,0,4.9,17140,{},,0,[],{},,0,[],,0,[],,0,[]
"Taj Coromandel, Chennai",lodging,lodging | point_of_interest | establishment,4.6,,chennai,13.0582829,80.2478219,0,4.6,15658,{},,0,[],{},,0,[],,0,[],,0,[]
Spectrum The Grand Venus Mall,shopping mall,shopping_mall | point_of_interest | establishment,4.0,,chennai,13.1122705,80.2363842,0,4.0,13584,"{""shopping"": 1.0}",shopping,1,"[""shopping""]",{},,0,[],shopping,1,"[""shopping""]",,0,[]
Ega Theatre,movie theater,movie_theater | point_of_interest | establishment,3.9,,chennai,13.0776106,80.2405291,0,3.9,13551,{},,0,[],{},,0,[],,0,[],,0,[]
New Woodlands Hotel,lodging,lodging | restaurant | food | point_of_interest | establishment,4.2,,chennai,13.045397,80.2621209,0,4.2,12849,"{""food"": 0.58}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
The Accord Metropolitan,bar,bar | lodging | spa | restaurant | food | point_of_interest | establishment,4.4,,chennai,13.0460986,80.2426019,0,4.4,12115,"{""food"": 0.62}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Barbeque Nation- T Nagar,restaurant,restaurant | food | point_of_interest | establishment,4.0,,chennai,13.0470453,80.23500539999999,0,4.0,11501,"{""food"": 0.94}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Jawaharlal Nehru Stadium,stadium,stadium | point_of_interest | establishment,4.3,,chennai,13.0855653,80.2717282,0,4.3,11388,{},,0,[],{},,0,[],,0,[],,0,[]
Murugan Idli Shop,restaurant,restaurant | food | point_of_interest | establishment,4.0,,chennai,13.0453721,80.2328574,0,4.0,10719,"{""food"": 0.94}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Hotel Palmgrove,restaurant,restaurant | lodging | food | point_of_interest | establishment,4.1,,chennai,13.0530231,80.2479628,0,4.1,10271,"{""food"": 0.94}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Ramada by Wyndham Chennai Egmore,lodging,lodging | point_of_interest | establishment,4.1,,chennai,13.0767592,80.265051,0,4.1,10154,{},,0,[],{},,0,[],,0,[],,0,[]
"Taj Club House, Chennai",lodging,lodging | point_of_interest | establishment,4.4,,chennai,13.0615995,80.26360969999999,0,4.4,9574,{},,0,[],{},,0,[],,0,[],,0,[]
Reliance Smart Bazaar,department store,department_store | point_of_interest | supermarket | grocery_or_supermarket | store | food | establishment,4.1,,chennai,13.0587349,80.26431219999999,0,4.1,9402,{},,0,[],{},,0,[],,0,[],,0,[]
NAIR MESS,restaurant,restaurant | food | point_of_interest | establishment,4.1,,chennai,13.0647229,80.2772578,0,4.1,9383,"{""food"": 0.94}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Courtyard by Marriott Chennai,lodging,lodging | point_of_interest | establishment,4.3,,chennai,13.0460041,80.24782479999999,0,4.3,8994,{},,0,[],{},,0,[],,0,[],,0,[]
Hotel Sangam,restaurant,restaurant | point_of_interest | food | establishment,3.9,,chennai,13.0661,80.2682262,0,3.9,8598,"{""food"": 0.94}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Joyalukkas Jewellery - Chennai,jewelry store,jewelry_store | store | point_of_interest | establishment,4.5,,chennai,13.0468509,80.2331433,0,4.5,8275,"{""shopping"": 0.85}",shopping,1,"[""shopping""]","{""jewelry shopping"": 0.79}",jewelry shopping,1,"[""jewelry shopping""]",shopping,1,"[""shopping""]",jewelry shopping,1,"[""jewelry shopping""]"
10 Downing Street - T Nagar,bar,bar | restaurant | food | point_of_interest | establishment,4.1,,chennai,13.0430857,80.2442085,0,4.1,7300,"{""food"": 0.52}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
"Taj Connemara, Chennai",lodging,lodging | point_of_interest | establishment,4.5,,chennai,13.0629468,80.2616561,0,4.5,6927,{},,0,[],{},,0,[],,0,[],,0,[]
Quality Inn Sabari Grand,bar,bar | lodging | spa | restaurant | food | point_of_interest | establishment,4.0,,chennai,13.0475718,80.2399274,0,4.0,6759,"{""food"": 0.52}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Hotel Paramount,restaurant,restaurant | food | point_of_interest | establishment,3.9,,chennai,13.0814064,80.2476398,0,3.9,6537,"{""food"": 0.94}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
"Metropolis Labs | ECG, Radiology & Diagnostic Centre - Lister Metropolis in Nungambakkam, Jaganathan Road",doctor,doctor | health | point_of_interest | establishment,4.9,,chennai,13.0614332,80.24552059999999,0,4.9,6376,{},,0,[],{},,0,[],,0,[],,0,[]
Kamarajar Arangam,point of interest,point_of_interest | establishment,4.3,,chennai,13.0491288,80.24948859999999,0,4.3,6027,{},,0,[],{},,0,[],,0,[],,0,[]
Albert Theatres,movie theater,movie_theater | point_of_interest | establishment,3.4,,chennai,13.0761553,80.2638793,0,3.4,5901,{},,0,[],{},,0,[],,0,[],,0,[]
Ponnusamy Hotel,restaurant,restaurant | point_of_interest | food | establishment,4.0,,chennai,13.0494835,80.2623471,0,4.0,5360,"{""food"": 0.94}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
VBJ (Vummidi Bangaru Jewellers),jewelry store,jewelry_store | store | point_of_interest | establishment,4.8,,chennai,13.0531339,80.2513207,0,4.8,5309,"{""shopping"": 0.85}",shopping,1,"[""shopping""]","{""jewelry shopping"": 0.67}",jewelry shopping,1,"[""jewelry shopping""]",shopping,1,"[""shopping""]",jewelry shopping,1,"[""jewelry shopping""]"
Santhome Cathedral Basilica,church,church | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0335957,80.27768940000001,0,4.7,17227,"{""culture"": 1.0, ""history"": 0.56}",culture | history,2,"[""culture"", ""history""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture | history,2,"[""culture"", ""history""]",spiritual stop,1,"[""spiritual stop""]"
St. Mary's Co-Cathedral,church,church | place_of_worship | point_of_interest | establishment,4.8,,chennai,13.0898182,80.2875811,0,4.8,1964,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
ST. ANTONY'S Shrine,church,church | place_of_worship | point_of_interest | establishment,4.8,,chennai,13.089994,80.2875981,0,4.8,1476,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
St. Teresa's Church,church,church | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0552251,80.24899909999999,0,4.7,1153,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
St. Sebastian's Church,church,church | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.1401705,80.23733109999999,0,4.7,1011,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Moosa bags suitcase repair shop,church,church | place_of_worship | point_of_interest | store | establishment,5.0,,chennai,13.0991829,80.2900712,0,5.0,950,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
St. Andrew's Church (The Kirk),church,church | place_of_worship | point_of_interest | establishment,4.8,,chennai,13.0795825,80.2640559,0,4.8,690,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Divine Mercy Church,church,church | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0862585,80.2258418,0,4.7,651,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Ascension Church,church,church | place_of_worship | point_of_interest | establishment,4.6,,chennai,13.068474,80.22294079999999,0,4.6,467,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Church Of The Good Shepherd (CSI),church,church | place_of_worship | point_of_interest | establishment,4.6,,chennai,13.044855,80.26055219999999,0,4.6,324,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
The Church at Jehovah Shammah,church,church | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.083487,80.2571376,0,4.7,308,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
St. Thomas Syro-Malabar Catholic Church,church,church | place_of_worship | point_of_interest | establishment,4.5,,chennai,13.0932062,80.23540109999999,0,4.5,293,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Rose of Sharon AG Church,church,church | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0555096,80.2299578,0,4.7,286,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Madras (Chetpet) Mar Thoma Syrian Church,church,church | place_of_worship | point_of_interest | establishment,4.6,,chennai,13.0701229,80.2374545,0,4.6,284,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
St. Thomas Orthodox Cathedral,church,church | place_of_worship | point_of_interest | establishment,4.5,,chennai,13.091162,80.2848626,0,4.5,264,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Presentation Church,church,church | place_of_worship | point_of_interest | establishment,4.5,,chennai,13.0554027,80.2707404,0,4.5,263,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Laymen's Evangelical Fellowship Church (LEF HQ),church,church | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0561535,80.247219,0,4.7,239,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
CSI SYNOD CENTRE,church,church | place_of_worship | point_of_interest | establishment,4.4,,chennai,13.0576658,80.2626445,0,4.4,236,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Mahalingapuram Sree Ayyappan Guruvayoorappan Temple,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.8,,chennai,13.0563771,80.23176660000001,0,4.8,4124,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Vengeeswarar Temple,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0487917,80.2128285,0,4.7,2318,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
"All India Sai Samaj Sai Baba Temple, Mylapore",hindu temple,hindu_temple | book_store | place_of_worship | point_of_interest | store | establishment,4.8,,chennai,13.0328062,80.26489939999999,0,4.8,878,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Chennai Sri Ekambareswarar Devasthanam,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0882165,80.2779285,0,4.7,859,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Arulmigu Madhava Perumal Thirukovil,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0378181,80.2714608,0,4.7,793,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
"Sai Baba Temple, Jai Shankar Street",hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.8,,chennai,13.0377358,80.22182699999999,0,4.8,693,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Arulmigu Kasi Vishwanathar Temple,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0359079,80.2251744,0,4.7,686,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Sree Agasthiyar Temple,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.8,,chennai,13.0395704,80.2366679,0,4.8,671,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Sri vadapalani Garbarakshambigai Temple,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0539116,80.21733139999999,0,4.7,624,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
"Kachaleeswarar Temple, Armenian Street",hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0932419,80.2884236,0,4.7,587,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Sai Baba Temple,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.6,,chennai,13.0803618,80.2240363,0,4.6,518,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Gnanavapi temple,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.3,,chennai,13.032432,80.2289261,0,4.3,497,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Arulmiku Sathya Narayana Temple,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0393167,80.2227772,0,4.7,488,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
JAI PRATHYANGIRA PEEDAM - OFFICE,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.9,,chennai,13.0321449,80.2347497,0,4.9,478,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Karukathamman Temple,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0695356,80.24242339999999,0,4.7,433,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Periamet Masjid,mosque,mosque | place_of_worship | point_of_interest | establishment,4.8,,chennai,13.0846326,80.2702348,0,4.8,1505,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Anjuman-E-Himayath-E-Islam Masjid,mosque,mosque | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0437826,80.2449984,0,4.7,1268,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Masjid E Mamoor ( Nawab Waqf ),mosque,mosque | place_of_worship | point_of_interest | establishment,4.8,,chennai,13.0947642,80.2904865,0,4.8,1102,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
The New College Mosque,mosque,mosque | place_of_worship | point_of_interest | establishment,4.9,,chennai,13.053334,80.2594788,0,4.9,645,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
"Saifee Masjid, Madras (Dawoodi Bohra) CMZ",mosque,mosque | place_of_worship | point_of_interest | establishment,4.8,,chennai,13.0915575,80.2902084,0,4.8,595,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Ice House Masjid,mosque,mosque | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.053057,80.2736133,0,4.7,446,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Mana Muna Masjid,mosque,mosque | place_of_worship | point_of_interest | establishment,4.8,,chennai,13.0654719,80.25245579999999,0,4.8,426,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Ameerunisa Masjid and Burial Ground,mosque,mosque | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.053439,80.2673652,0,4.7,401,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Muthamizh Nagar Mosque,mosque,mosque | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.1324725,80.24791789999999,0,4.7,386,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
IRGC Masjid,mosque,mosque | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0506637,80.2626451,0,4.7,365,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Jamia Masjid,mosque,mosque | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0740911,80.22605659999999,0,4.7,358,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Model School Road Mosque - Anjuman,mosque,mosque | place_of_worship | point_of_interest | establishment,4.4,,chennai,13.0578706,80.252032,0,4.4,298,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Fazilat Unnisa Begum Tomb and Mosque,mosque,mosque | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0280222,80.2349594,0,4.7,290,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Preston College Masjid Bilal,mosque,mosque | place_of_worship | point_of_interest | establishment,4.7,,chennai,13.0353659,80.25308140000001,0,4.7,289,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Madras Shri Kashi Math,hindu temple,hindu_temple | synagogue | place_of_worship | point_of_interest | establishment,4.4,,chennai,13.0361741,80.2253813,0,4.4,263,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.79}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
St. Patrick’s Cemetery,synagogue,synagogue | place_of_worship | point_of_interest | establishment,5.0,,chennai,13.0783892,80.274818,0,5.0,4,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Kitto home,synagogue,synagogue | place_of_worship | point_of_interest | establishment,5.0,,chennai,13.0420915,80.22446719999999,0,5.0,1,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
EL - ROI MEDIA,synagogue,synagogue | place_of_worship | point_of_interest | establishment,5.0,,chennai,13.039189,80.2759572,0,5.0,1,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Lalit Betala,synagogue,synagogue | place_of_worship | point_of_interest | establishment,0.0,,chennai,13.0997952,80.2791941,0,0.0,0,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
friends home,synagogue,synagogue | place_of_worship | point_of_interest | establishment,0.0,,chennai,13.066286,80.251516,0,0.0,0,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
