name,category,types,rating,review,city,lat,lng,review_count,review_avg_rating,user_ratings_total,interest_scores_json,interest_tags,interest_tag_count,interest_tags_json,intent_scores_json,intent_tags,intent_tag_count,intent_tags_json,clean_interest_tags,clean_interest_tag_count,clean_interest_tags_json,clean_intent_tags,clean_intent_tag_count,clean_intent_tags_json
balaji Tanjore Art Gallery ( Bengaluru Branch ),art gallery,art_gallery | point_of_interest | establishment,4.7,,bengaluru,12.9218186,77.5860641,0,4.7,204,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Sri Chamarajendra Park,park,park | point_of_interest | establishment,4.4,,bengaluru,12.9752487,77.5928871,0,4.4,142651,"{""nature"": 1.0}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Fun World Amusement Park,amusement park,amusement_park | park | point_of_interest | establishment,4.1,,bengaluru,13.0069448,77.5920976,0,4.1,13015,{},,0,[],{},,0,[],,0,[],,0,[]
Coles Park,park,park | point_of_interest | establishment,4.2,,bengaluru,12.9945379,77.60880379999999,0,4.2,6031,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
‌Jinke Park,park,park | point_of_interest | establishment,4.2,,bengaluru,12.9516245,77.55728479999999,0,4.2,5176,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Nandini Layout Park,park,park | point_of_interest | establishment,4.4,,bengaluru,13.0132452,77.5352504,0,4.4,4814,"{""nature"": 1.0}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Avalahalli BDA Park,park,park | point_of_interest | establishment,4.3,,bengaluru,12.9428725,77.5428541,0,4.3,4793,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Mariyappanapalya Park,park,park | point_of_interest | establishment,4.3,,bengaluru,12.9973544,77.55643239999999,0,4.3,4296,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Madhavan Park,park,park | point_of_interest | establishment,4.2,,bengaluru,12.9362236,77.5857619,0,4.2,4219,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Ramakrishna Udyanavana (Vivekananda Udyanavana),park,park | point_of_interest | establishment,4.3,,bengaluru,12.9395828,77.547343,0,4.3,3982,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Makkala Koota Park,park,park | point_of_interest | establishment,4.2,,bengaluru,12.9577166,77.5725009,0,4.2,3696,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
'Mysuru Mallige' K.S Narasimhaswamy Park,park,park | point_of_interest | establishment,4.4,,bengaluru,12.9295563,77.5480595,0,4.4,3394,"{""nature"": 1.0}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Netaji Park,park,park | point_of_interest | establishment,4.2,,bengaluru,12.9914619,77.5430334,0,4.2,3085,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Manjunathanagara Park,park,park | point_of_interest | establishment,4.3,,bengaluru,12.9930206,77.5500608,0,4.3,2893,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Kurpad Gundappa Shamanna Park,park,park | point_of_interest | establishment,4.3,,bengaluru,12.9378,77.57159999999999,0,4.3,2576,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Halasuru Kere,park,park | point_of_interest | establishment,4.3,,bengaluru,12.9864432,77.6196648,0,4.3,2426,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Koramangala Post Office Ground,park,park | point_of_interest | establishment,4.2,,bengaluru,12.9276224,77.6273006,0,4.2,2380,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Gandhi Ground,park,park | point_of_interest | establishment,4.1,,bengaluru,12.9714488,77.54290329999999,0,4.1,2221,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Shrikanteshwara Park,park,park | point_of_interest | establishment,4.3,,bengaluru,12.9267266,77.5542926,0,4.3,2170,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Vishweshvarayya (Kothi) Park,park,park | point_of_interest | establishment,4.3,,bengaluru,12.9901026,77.53626560000001,0,4.3,2073,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Richmond Town Park,park,park | point_of_interest | establishment,4.2,,bengaluru,12.9635188,77.6016887,0,4.2,2060,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Shri Mahadeva Mailara Park,park,park | point_of_interest | establishment,3.8,,bengaluru,12.9973214,77.5525402,0,3.8,1899,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Dhanvanthari Park,park,park | point_of_interest | establishment,4.4,,bengaluru,12.9087939,77.5878109,0,4.4,1724,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Devaiah Park,park,park | point_of_interest | establishment,4.0,,bengaluru,12.9974407,77.56399929999999,0,4.0,1516,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Pushpanjali Park,park,park | point_of_interest | establishment,4.3,,bengaluru,12.9345258,77.54313309999999,0,4.3,1490,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Subhash Chandra Bose Park,park,park | point_of_interest | establishment,4.4,,bengaluru,12.9751766,77.5431045,0,4.4,1330,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Dr.Rajkumar Park,park,park | point_of_interest | establishment,4.2,,bengaluru,12.951618,77.5572679,0,4.2,1271,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Sri Kalakesari Udayakumara Udyana,park,park | point_of_interest | establishment,4.3,,bengaluru,13.0026562,77.55182140000001,0,4.3,1265,"{""nature"": 1.0}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Kuvempu Ground,park,park | point_of_interest | establishment,4.1,,bengaluru,12.990293,77.5397471,0,4.1,1227,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Hosahalli Park,park,park | point_of_interest | establishment,4.1,,bengaluru,12.9701729,77.5433461,0,4.1,1210,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Nandhanavana Park (Dattatreya Nagara),park,park | point_of_interest | establishment,4.3,,bengaluru,12.9302413,77.5422315,0,4.3,1121,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Truffles Koramangala,cafe,cafe | restaurant | food | point_of_interest | establishment,4.5,,bengaluru,12.9335313,77.6143168,0,4.5,50456,"{""food"": 1.0}",food,1,"[""food""]","{""cafe stop"": 0.67}",cafe stop,1,"[""cafe stop""]",food,1,"[""food""]",cafe stop,1,"[""cafe stop""]"
"PVR Cinemas, The NEXUS Mall, Koramangala",movie theater,movie_theater | point_of_interest | establishment,4.3,,bengaluru,12.9346295,77.6112922,0,4.3,41621,{},,0,[],{},,0,[],,0,[],,0,[]
MTR,restaurant,restaurant | food | point_of_interest | establishment,4.3,,bengaluru,12.9551821,77.5855569,0,4.3,39100,"{""food"": 1.0}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Meghana Foods,restaurant,restaurant | food | point_of_interest | establishment,4.3,,bengaluru,12.9261515,77.5845766,0,4.3,35028,"{""food"": 1.0}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Empire Restaurant Koramangala,restaurant,restaurant | food | point_of_interest | establishment,4.2,,bengaluru,12.9347615,77.6158641,0,4.2,33510,"{""food"": 1.0}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Lakshmi Theatre RGB 4K 3D,movie theater,movie_theater | point_of_interest | establishment,3.9,,bengaluru,12.9251943,77.607627,0,3.9,26993,{},,0,[],{},,0,[],,0,[],,0,[]
The LaLiT Ashok Bengaluru,lodging,lodging | point_of_interest | establishment,4.3,,bengaluru,12.9922264,77.5825643,0,4.3,26705,{},,0,[],{},,0,[],,0,[],,0,[]
"GRT Jewellers - Jayanagar, Bengaluru",jewelry store,jewelry_store | point_of_interest | store | establishment,4.6,,bengaluru,12.9264368,77.58565329999999,0,4.6,26495,"{""shopping"": 0.89}",shopping,1,"[""shopping""]","{""jewelry shopping"": 0.67}",jewelry shopping,1,"[""jewelry shopping""]",shopping,1,"[""shopping""]",jewelry shopping,1,"[""jewelry shopping""]"
Lemon Tree Premier Ulsoor Lake Bengaluru,lodging,lodging | restaurant | food | point_of_interest | establishment,3.9,,bengaluru,12.987448,77.61669359999999,0,3.9,26224,"{""food"": 0.52}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Hallimane Restaurant,cafe,cafe | restaurant | point_of_interest | store | food | establishment,4.0,,bengaluru,12.995496,77.5717835,0,4.0,25571,"{""food"": 0.98}",food,1,"[""food""]","{""cafe stop"": 0.67}",cafe stop,1,"[""cafe stop""]",food,1,"[""food""]",cafe stop,1,"[""cafe stop""]"
Meghana Foods,restaurant,restaurant | food | point_of_interest | establishment,4.3,,bengaluru,12.9728906,77.60923199999999,0,4.3,22071,"{""food"": 1.0}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Meghana Foods - Koramangala,restaurant,restaurant | food | point_of_interest | establishment,4.3,,bengaluru,12.9346193,77.6163924,0,4.3,21719,"{""food"": 1.0}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
"ITC Windsor, a Luxury Collection Hotel, Bengaluru",lodging,lodging | point_of_interest | establishment,4.7,,bengaluru,12.9941311,77.5858958,0,4.7,21558,{},,0,[],{},,0,[],,0,[],,0,[]
Hotel empire - Central Street,restaurant,restaurant | food | point_of_interest | establishment,4.4,,bengaluru,12.9797842,77.60270799999999,0,4.4,20787,"{""food"": 1.0}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Sapna Book House,book store,book_store | food | point_of_interest | store | establishment,4.4,,bengaluru,12.9306046,77.58149689999999,0,4.4,20664,{},,0,[],{},,0,[],,0,[],,0,[]
Srinivasa Theatre 4K 3D,movie theater,movie_theater | point_of_interest | establishment,3.8,,bengaluru,12.931852,77.6074873,0,3.8,19708,{},,0,[],{},,0,[],,0,[],,0,[]
"The Ritz-Carlton, Bangalore",lodging,lodging | point_of_interest | establishment,4.6,,bengaluru,12.9683498,77.6011114,0,4.6,19585,{},,0,[],{},,0,[],,0,[],,0,[]
The Chancery Pavilion,lodging,lodging | restaurant | food | point_of_interest | establishment,4.1,,bengaluru,12.9660768,77.59854779999999,0,4.1,19136,"{""food"": 0.52}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
"Taj West End, Bengaluru",lodging,lodging | point_of_interest | establishment,4.6,,bengaluru,12.9845461,77.5845824,0,4.6,18209,{},,0,[],{},,0,[],,0,[],,0,[]
Maiyas Beverages And Foods Private Limited,restaurant,restaurant | food | point_of_interest | establishment,4.0,,bengaluru,12.9285581,77.5821806,0,4.0,17822,"{""food"": 0.94}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Infant Jesus Church and Shrine,church,church | place_of_worship | point_of_interest | establishment,4.7,,bengaluru,12.9535628,77.61867120000001,0,4.7,14422,"{""culture"": 1.0, ""history"": 0.56}",culture | history,2,"[""culture"", ""history""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture | history,2,"[""culture"", ""history""]",spiritual stop,1,"[""spiritual stop""]"
"St. Thomas Forane Syro-Malabar Catholic Church Dharmaram, Bengaluru",church,church | place_of_worship | point_of_interest | establishment,4.6,,bengaluru,12.9311122,77.603246,0,4.6,4504,"{""culture"": 1.0, ""history"": 0.52}",culture | history,2,"[""culture"", ""history""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture | history,2,"[""culture"", ""history""]",spiritual stop,1,"[""spiritual stop""]"
St Anthony's Friary Church,church,church | place_of_worship | point_of_interest | establishment,4.7,,bengaluru,12.9300866,77.61429009999999,0,4.7,4197,"{""culture"": 1.0, ""history"": 0.52}",culture | history,2,"[""culture"", ""history""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture | history,2,"[""culture"", ""history""]",spiritual stop,1,"[""spiritual stop""]"
Holy Ghost Church,church,church | place_of_worship | point_of_interest | establishment,4.8,,bengaluru,13.0060626,77.6178436,0,4.8,2756,"{""culture"": 1.0, ""history"": 0.52}",culture | history,2,"[""culture"", ""history""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture | history,2,"[""culture"", ""history""]",spiritual stop,1,"[""spiritual stop""]"
C.S.I Hudson Memorial Church,church,church | place_of_worship | point_of_interest | establishment,4.4,,bengaluru,12.9673883,77.5879205,0,4.4,853,"{""culture"": 1.0, ""history"": 0.69}",culture | history,2,"[""culture"", ""history""]","{""spiritual stop"": 0.67, ""heritage site"": 0.67}",heritage site | spiritual stop,2,"[""heritage site"", ""spiritual stop""]",culture | history,2,"[""culture"", ""history""]",heritage site | spiritual stop,2,"[""heritage site"", ""spiritual stop""]"
Christha Prabhalaya Epiphany Church,church,church | place_of_worship | point_of_interest | establishment,4.6,,bengaluru,12.9272833,77.5878944,0,4.6,742,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
C.S.I St. Andrew's Church,church,church | place_of_worship | point_of_interest | establishment,4.6,,bengaluru,12.9793212,77.6042429,0,4.6,718,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
CSI East Parade Church,church,church | place_of_worship | point_of_interest | establishment,4.6,,bengaluru,12.9740668,77.6145545,0,4.6,534,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
CSI All Saints Church,church,church | place_of_worship | point_of_interest | establishment,4.6,,bengaluru,12.9657747,77.6074746,0,4.6,496,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
"The Mar Thoma Syrian Church, 47 Primrose Road, Bangalore",church,church | place_of_worship | point_of_interest | establishment,4.7,,bengaluru,12.9698209,77.6124327,0,4.7,490,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
St. John's Church (C.S.I.),church,church | place_of_worship | point_of_interest | establishment,4.6,,bengaluru,12.9917041,77.6130611,0,4.6,480,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Assumption Church,church,church | place_of_worship | point_of_interest | establishment,4.7,,bengaluru,12.9925024,77.554772,0,4.7,452,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
C.S.I St. Luke's Church,church,church | place_of_worship | point_of_interest | establishment,4.6,,bengaluru,12.9595756,77.5719015,0,4.6,448,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
St. Gregorios Orthodox Cathedral,church,church | place_of_worship | point_of_interest | establishment,4.7,,bengaluru,12.9646911,77.6064683,0,4.7,435,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Richmond Town Methodist Church,church,church | place_of_worship | point_of_interest | establishment,4.7,,bengaluru,12.9636302,77.6032373,0,4.7,321,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
St. Joseph's Church,church,church | place_of_worship | point_of_interest | establishment,4.5,,bengaluru,12.963521,77.57017859999999,0,4.5,286,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Zion A.G Church,church,church | place_of_worship | point_of_interest | establishment,4.4,,bengaluru,12.9255995,77.6154682,0,4.4,245,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
St. Michael's Church,church,church | place_of_worship | point_of_interest | establishment,4.6,,bengaluru,12.9559856,77.5972032,0,4.6,237,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
St. THERESA’S CHURCH,church,church | place_of_worship | point_of_interest | establishment,4.3,,bengaluru,12.9612307,77.5844125,0,4.3,226,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Shree Banashankari Devi Temple,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.8,,bengaluru,12.915605,77.5732254,0,4.8,24462,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
"Ramakrishna Math, Bengaluru",hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,bengaluru,12.9487437,77.5668096,0,4.7,7930,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
TTD Information Center,hindu temple,hindu_temple | travel_agency | place_of_worship | point_of_interest | establishment,4.6,,bengaluru,13.0064285,77.57652829999999,0,4.6,5678,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Shri Ayyappa Swami Seva Samiti (Madiwala),hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.6,,bengaluru,12.9242293,77.6181106,0,4.6,5217,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Sri Raghavendra Swamy Matha,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.8,,bengaluru,12.9173491,77.5856091,0,4.8,4922,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
"Shri Shirdi Saibaba Temple, Cambridge Layout",hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.8,,bengaluru,12.9698295,77.6303075,0,4.8,4012,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Shri Dharmaraya Swamy Temple,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,bengaluru,12.9655571,77.5834908,0,4.7,3186,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Punyakshetra Sri Dharmagiri Manjunathaswamy Devalaya,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,bengaluru,12.9211868,77.56436219999999,0,4.7,2831,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Sri Sai Baba Spiritual Centre,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.8,,bengaluru,12.9354336,77.5701807,0,4.8,2701,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.79}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Sri Prasanna Ganapati Temple,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.8,,bengaluru,12.9362392,77.6177359,0,4.8,2688,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Shri Kodandarama Swami Temple Ejipura,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.6,,bengaluru,12.9450062,77.6288142,0,4.6,2138,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Shri Lakshmi Hayagreeva Sannidhi,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,bengaluru,12.9779169,77.57408219999999,0,4.7,2119,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Shri Muthyalamma Devi Temple,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,bengaluru,12.9892276,77.6084928,0,4.7,2068,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
ಶ್ರೀ ಅಖಿಲ ಹವ್ಯಕ ಮಹಾಸಭಾ - ಹವ್ಯಕ ಭವನ,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.3,,bengaluru,13.0012991,77.5647,0,4.3,2034,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
SRI SUBRAHMANYA SWAMY TEMPLE TRUST,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.8,,bengaluru,12.952708,77.5762335,0,4.8,1981,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Sri Shirdi Saibaba Ananda Ashrama,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.8,,bengaluru,12.9181425,77.6021787,0,4.8,1892,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
ISKCON Seshadripuram,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,bengaluru,12.9954844,77.5794318,0,4.7,1647,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Masjid E Bilal,mosque,mosque | place_of_worship | point_of_interest | establishment,4.8,,bengaluru,12.9208199,77.5997447,0,4.8,4974,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Masjid-E-Khadria,mosque,mosque | place_of_worship | point_of_interest | establishment,4.9,,bengaluru,12.9945415,77.6023695,0,4.9,3510,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Jamia Masjid Bengaluru City,mosque,mosque | place_of_worship | point_of_interest | establishment,4.6,,bengaluru,12.9641334,77.57845840000002,0,4.6,3235,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Dargah Hazrat Tawakkal Shah Mastan Suhrawardi Rehmatullahi alayh,mosque,mosque | place_of_worship | point_of_interest | establishment,4.8,,bengaluru,12.9731759,77.57157099999999,0,4.8,2886,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Masjid E Mamoor Bengaluru,mosque,mosque | place_of_worship | point_of_interest | establishment,4.8,,bengaluru,12.9354015,77.61575479999999,0,4.8,2106,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Masjid e Abdul Majid,mosque,mosque | place_of_worship | point_of_interest | establishment,4.6,,bengaluru,12.9870325,77.6070993,0,4.6,1475,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Dargah Hazrath Sayyed Yaqeen Shah wali RA Mosque,mosque,mosque | place_of_worship | point_of_interest | establishment,4.8,,bengaluru,12.9831567,77.5877747,0,4.8,1298,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Jamia Masjid Basavanagudi Bangaluru,mosque,mosque | place_of_worship | point_of_interest | establishment,4.8,,bengaluru,12.9403626,77.5792154,0,4.8,1066,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
