name,category,rating,sentiment,city,lat,lng,review_count,review_avg_rating,user_ratings_total,has_review,review_length,popularity_signal
Kuvempu Ground,park,4.1,0.5,bengaluru,12.990293,77.5397471,0,4.1,1227,0,0,7.113142
Hosahalli Park,park,4.1,0.5,bengaluru,12.9701729,77.5433461,0,4.1,1210,0,0,7.099202
Nandhanavana Park (Dattatreya Nagara),park,4.3,0.5,bengaluru,12.9302413,77.5422315,0,4.3,1121,0,0,7.022868
Truffles Koramangala,cafe,4.5,0.5,bengaluru,12.9335313,77.6143168,0,4.5,50456,0,0,10.828877
"PVR Cinemas, The NEXUS Mall, Koramangala",movie theater,4.3,0.5,bengaluru,12.9346295,77.6112922,0,4.3,41621,0,0,10.636384
MTR,restaurant,4.3,0.5,bengaluru,12.9551821,77.5855569,0,4.3,39100,0,0,10.573903
Meghana Foods,restaurant,4.3,0.5,bengaluru,12.9261515,77.5845766,0,4.3,35028,0,0,10.463932
Empire Restaurant Koramangala,restaurant,4.2,0.5,bengaluru,12.9347615,77.6158641,0,4.2,33510,0,0,10.419629
Lakshmi Theatre RGB 4K 3D,movie theater,3.9,0.5,bengaluru,12.9251943,77.607627,0,3.9,26993,0,0,10.20337
The LaLiT Ashok Bengaluru,lodging,4.3,0.5,bengaluru,12.9922264,77.5825643,0,4.3,26705,0,0,10.192644
"GRT Jewellers - Jayanagar, Bengaluru",jewelry store,4.6,0.5,bengaluru,12.9264368,77.58565329999999,0,4.6,26495,0,0,10.184749
Lemon Tree Premier Ulsoor Lake Bengaluru,lodging,3.9,0.5,bengaluru,12.987448,77.61669359999999,0,3.9,26224,0,0,10.174468
Hallimane Restaurant,cafe,4.0,0.5,bengaluru,12.995496,77.5717835,0,4.0,25571,0,0,10.149253
Meghana Foods,restaurant,4.3,0.5,bengaluru,12.9728906,77.60923199999999,0,4.3,22071,0,0,10.002065
Meghana Foods - Koramangala,restaurant,4.3,0.5,bengaluru,12.9346193,77.6163924,0,4.3,21719,0,0,9.985989
"ITC Windsor, a Luxury Collection Hotel, Bengaluru",lodging,4.7,0.5,bengaluru,12.9941311,77.5858958,0,4.7,21558,0,0,9.978549
Hotel empire - Central Street,restaurant,4.4,0.5,bengaluru,12.9797842,77.60270799999999,0,4.4,20787,0,0,9.942131
Sapna Book House,book store,4.4,0.5,bengaluru,12.9306046,77.58149689999999,0,4.4,20664,0,0,9.936197
Srinivasa Theatre 4K 3D,movie theater,3.8,0.5,bengaluru,12.931852,77.6074873,0,3.8,19708,0,0,9.888831
"The Ritz-Carlton, Bangalore",lodging,4.6,0.5,bengaluru,12.9683498,77.6011114,0,4.6,19585,0,0,9.88257
The Chancery Pavilion,lodging,4.1,0.5,bengaluru,12.9660768,77.59854779999999,0,4.1,19136,0,0,9.859379
"Taj West End, Bengaluru",lodging,4.6,0.5,bengaluru,12.9845461,77.5845824,0,4.6,18209,0,0,9.809726
Maiyas Beverages And Foods Private Limited,restaurant,4.0,0.5,bengaluru,12.9285581,77.5821806,0,4.0,17822,0,0,9.788245
Infant Jesus Church and Shrine,church,4.7,0.5,bengaluru,12.9535628,77.61867120000001,0,4.7,14422,0,0,9.576579
"St. Thomas Forane Syro-Malabar Catholic Church Dharmaram, Bengaluru",church,4.6,0.5,bengaluru,12.9311122,77.603246,0,4.6,4504,0,0,8.412943
St Anthony's Friary Church,church,4.7,0.5,bengaluru,12.9300866,77.61429009999999,0,4.7,4197,0,0,8.342364
Holy Ghost Church,church,4.8,0.5,bengaluru,13.0060626,77.6178436,0,4.8,2756,0,0,7.921898
C.S.I Hudson Memorial Church,church,4.4,0.5,bengaluru,12.9673883,77.5879205,0,4.4,853,0,0,6.749931
Christha Prabhalaya Epiphany Church,church,4.6,0.5,bengaluru,12.9272833,77.5878944,0,4.6,742,0,0,6.610696
C.S.I St. Andrew's Church,church,4.6,0.5,bengaluru,12.9793212,77.6042429,0,4.6,718,0,0,6.577861
CSI East Parade Church,church,4.6,0.5,bengaluru,12.9740668,77.6145545,0,4.6,534,0,0,6.282267
CSI All Saints Church,church,4.6,0.5,bengaluru,12.9657747,77.6074746,0,4.6,496,0,0,6.20859
"The Mar Thoma Syrian Church, 47 Primrose Road, Bangalore",church,4.7,0.5,bengaluru,12.9698209,77.6124327,0,4.7,490,0,0,6.196444
St. John's Church (C.S.I.),church,4.6,0.5,bengaluru,12.9917041,77.6130611,0,4.6,480,0,0,6.175867
Assumption Church,church,4.7,0.5,bengaluru,12.9925024,77.554772,0,4.7,452,0,0,6.115892
C.S.I St. Luke's Church,church,4.6,0.5,bengaluru,12.9595756,77.5719015,0,4.6,448,0,0,6.107023
St. Gregorios Orthodox Cathedral,church,4.7,0.5,bengaluru,12.9646911,77.6064683,0,4.7,435,0,0,6.077642
Richmond Town Methodist Church,church,4.7,0.5,bengaluru,12.9636302,77.6032373,0,4.7,321,0,0,5.774552
St. Joseph's Church,church,4.5,0.5,bengaluru,12.963521,77.57017859999999,0,4.5,286,0,0,5.659482
Zion A.G Church,church,4.4,0.5,bengaluru,12.9255995,77.6154682,0,4.4,245,0,0,5.505332
St. Michael's Church,church,4.6,0.5,bengaluru,12.9559856,77.5972032,0,4.6,237,0,0,5.472271
St. THERESA’S CHURCH,church,4.3,0.5,bengaluru,12.9612307,77.5844125,0,4.3,226,0,0,5.42495
Shree Banashankari Devi Temple,hindu temple,4.8,0.5,bengaluru,12.915605,77.5732254,0,4.8,24462,0,0,10.104917
"Ramakrishna Math, Bengaluru",hindu temple,4.7,0.5,bengaluru,12.9487437,77.5668096,0,4.7,7930,0,0,8.978534
TTD Information Center,hindu temple,4.6,0.5,bengaluru,13.0064285,77.57652829999999,0,4.6,5678,0,0,8.64453
Shri Ayyappa Swami Seva Samiti (Madiwala),hindu temple,4.6,0.5,bengaluru,12.9242293,77.6181106,0,4.6,5217,0,0,8.559869
Sri Raghavendra Swamy Matha,hindu temple,4.8,0.5,bengaluru,12.9173491,77.5856091,0,4.8,4922,0,0,8.501673
"Shri Shirdi Saibaba Temple, Cambridge Layout",hindu temple,4.8,0.5,bengaluru,12.9698295,77.6303075,0,4.8,4012,0,0,8.297294
Shri Dharmaraya Swamy Temple,hindu temple,4.7,0.5,bengaluru,12.9655571,77.5834908,0,4.7,3186,0,0,8.066835
Punyakshetra Sri Dharmagiri Manjunathaswamy Devalaya,hindu temple,4.7,0.5,bengaluru,12.9211868,77.56436219999999,0,4.7,2831,0,0,7.948738
Sri Sai Baba Spiritual Centre,hindu temple,4.8,0.5,bengaluru,12.9354336,77.5701807,0,4.8,2701,0,0,7.901748
Sri Prasanna Ganapati Temple,hindu temple,4.8,0.5,bengaluru,12.9362392,77.6177359,0,4.8,2688,0,0,7.896925
Shri Kodandarama Swami Temple Ejipura,hindu temple,4.6,0.5,bengaluru,12.9450062,77.6288142,0,4.6,2138,0,0,7.668094
Shri Lakshmi Hayagreeva Sannidhi,hindu temple,4.7,0.5,bengaluru,12.9779169,77.57408219999999,0,4.7,2119,0,0,7.659171
Shri Muthyalamma Devi Temple,hindu temple,4.7,0.5,bengaluru,12.9892276,77.6084928,0,4.7,2068,0,0,7.634821
ಶ್ರೀ ಅಖಿಲ ಹವ್ಯಕ ಮಹಾಸಭಾ - ಹವ್ಯಕ ಭವನ,hindu temple,4.3,0.5,bengaluru,13.0012991,77.5647,0,4.3,2034,0,0,7.618251
SRI SUBRAHMANYA SWAMY TEMPLE TRUST,hindu temple,4.8,0.5,bengaluru,12.952708,77.5762335,0,4.8,1981,0,0,7.591862
Sri Shirdi Saibaba Ananda Ashrama,hindu temple,4.8,0.5,bengaluru,12.9181425,77.6021787,0,4.8,1892,0,0,7.545918
ISKCON Seshadripuram,hindu temple,4.7,0.5,bengaluru,12.9954844,77.5794318,0,4.7,1647,0,0,7.407318
Masjid E Bilal,mosque,4.8,0.5,bengaluru,12.9208199,77.5997447,0,4.8,4974,0,0,8.512181
Masjid-E-Khadria,mosque,4.9,0.5,bengaluru,12.9945415,77.6023695,0,4.9,3510,0,0,8.163656
Jamia Masjid Bengaluru City,mosque,4.6,0.5,bengaluru,12.9641334,77.57845840000002,0,4.6,3235,0,0,8.082093
Dargah Hazrat Tawakkal Shah Mastan Suhrawardi Rehmatullahi alayh,mosque,4.8,0.5,bengaluru,12.9731759,77.57157099999999,0,4.8,2886,0,0,7.967973
Masjid E Mamoor Bengaluru,mosque,4.8,0.5,bengaluru,12.9354015,77.61575479999999,0,4.8,2106,0,0,7.65302
Masjid e Abdul Majid,mosque,4.6,0.5,bengaluru,12.9870325,77.6070993,0,4.6,1475,0,0,7.297091
Dargah Hazrath Sayyed Yaqeen Shah wali RA Mosque,mosque,4.8,0.5,bengaluru,12.9831567,77.5877747,0,4.8,1298,0,0,7.16935
Jamia Masjid Basavanagudi Bangaluru,mosque,4.8,0.5,bengaluru,12.9403626,77.5792154,0,4.8,1066,0,0,6.972606
Abdul Gafoor Masjid,mosque,4.9,0.5,bengaluru,12.9855643,77.59854109999999,0,4.9,1022,0,0,6.930495
Quddus Saheb Eidgah,mosque,4.8,0.5,bengaluru,12.9946607,77.60221229999999,0,4.8,976,0,0,6.884487
Eidgah & Masjid Jayanagar 4th Block,mosque,4.6,0.5,bengaluru,12.928526,77.5852713,0,4.6,967,0,0,6.875232
Masjid-E-Askari (Shia),mosque,4.8,0.5,bengaluru,12.9636245,77.6064335,0,4.8,854,0,0,6.751101
Makkah Masjid,mosque,4.6,0.5,bengaluru,12.9552141,77.61451939999999,0,4.6,709,0,0,6.565265
Masjid E Islamia,mosque,4.8,0.5,bengaluru,12.927816,77.59375639999999,0,4.8,654,0,0,6.484635
Masjid e Ateeq,mosque,4.7,0.5,bengaluru,12.9447034,77.5944108,0,4.7,643,0,0,6.467699
Masjid e Munawara,mosque,4.8,0.5,bengaluru,12.9241445,77.6043603,0,4.8,639,0,0,6.461468
Masjid Salafiyah,mosque,4.8,0.5,bengaluru,12.9211033,77.6019656,0,4.8,585,0,0,6.37332
Masjid-E-Minhaj,mosque,4.7,0.5,bengaluru,12.9110786,77.5621209,0,4.7,575,0,0,6.356108
johur uddin,synagogue,0.0,0.5,bengaluru,12.9715917,77.5944902,0,0.0,0,0,0,0.0
Ramesh Dahiya,synagogue,0.0,0.5,bengaluru,12.9510199,77.595263,0,0.0,0,0,0,0.0
Cartoon,synagogue,0.0,0.5,bengaluru,12.923413,77.5762155,0,0.0,0,0,0,0.0
Eng 707,synagogue,0.0,0.5,bengaluru,12.9388014,77.61043529999999,0,0.0,0,0,0,0.0
God's House,synagogue,0.0,0.5,bengaluru,13.0098825,77.6184335,0,0.0,0,0,0,0.0
Orion Mall,shopping mall,4.5,0.5,bengaluru,13.011023,77.55471519999999,0,4.5,196644,0,0,12.189155
Mantri Square Mall,shopping mall,4.4,0.5,bengaluru,12.9916302,77.5711719,0,4.4,147831,0,0,11.903832
Nexus Mall Koramangala,shopping mall,4.4,0.5,bengaluru,12.934692,77.6111212,0,4.4,139059,0,0,11.842661
UB City,shopping mall,4.5,0.5,bengaluru,12.9716428,77.5959367,0,4.5,68466,0,0,11.134107
Gopalan Innovation Mall,shopping mall,4.0,0.5,bengaluru,12.9144032,77.59958150000001,0,4.0,52157,0,0,10.862033
GT World Mall - Bengaluru,shopping mall,4.3,0.5,bengaluru,12.9738099,77.5515904,0,4.3,48099,0,0,10.781037
Gopalan Arcade Mall,shopping mall,4.0,0.5,bengaluru,12.9359899,77.5177757,0,4.0,45164,0,0,10.718078
1 MG - Lido Mall,shopping mall,4.0,0.5,bengaluru,12.9734662,77.6204084,0,4.0,38933,0,0,10.569623
ETA Mall,shopping mall,3.9,0.5,bengaluru,12.9656357,77.5618257,0,3.9,34729,0,0,10.455359
Jayanagar Shopping Complex,shopping mall,4.2,0.5,bengaluru,12.9389444,77.5840747,0,4.2,23689,0,0,10.072808
Gopalan Mall Sirsi Circle,shopping mall,4.1,0.5,bengaluru,12.9582639,77.55354059999999,0,4.1,18037,0,0,9.800236
BDA Shopping Complex Koramangala,shopping mall,3.7,0.5,bengaluru,12.930627,77.6225267,0,3.7,16799,0,0,9.729134
Ajaz Ahmed,shopping mall,3.2,0.5,bengaluru,12.9676153,77.575008,0,3.2,15529,0,0,9.650529
"POTHYS - Kasturba Nagar, Bengaluru",clothing store,4.9,0.5,bengaluru,12.956214,77.54775769999999,0,4.9,14072,0,0,9.552013
Lifestyle Stores,shopping mall,4.2,0.5,bengaluru,12.9375971,77.62812199999999,0,4.2,13237,0,0,9.490847
BDA Complex Banashankari,shopping mall,4.2,0.5,bengaluru,12.9255724,77.56486009999999,0,4.2,12644,0,0,9.445017
Safina Plaza,shopping mall,4.0,0.5,bengaluru,12.9797318,77.6068566,0,4.0,9993,0,0,9.20974
Avenue Book Centre,book store,4.0,0.5,bengaluru,12.9712414,77.5804419,0,4.0,9104,0,0,9.116579
Golden Heights,shopping mall,4.0,0.5,bengaluru,12.9829609,77.55969639999999,0,4.0,8948,0,0,9.099297
Spar Hypermarket,shopping mall,4.1,0.5,bengaluru,12.991797,77.57043689999999,0,4.1,8354,0,0,9.030615
Dr.M.G.R. and Dr.J.Jayalalitha Memorial,park,4.3,0.5,chennai,13.0646502,80.2838605,0,4.3,37842,0,0,10.541201
Arulmigu Vadapalani Murugan Temple,hindu temple,4.7,0.5,chennai,13.0530165,80.2137596,0,4.7,31859,0,0,10.369107
"Semmozhi Poonga - Chennai, Tamilnadu",tourist attraction,4.1,0.5,chennai,13.0505371,80.2514128,0,4.1,29159,0,0,10.280553
Arulmigu Sri Parthasarathyswamy Temple,hindu temple,4.7,0.5,chennai,13.0538093,80.2769534,0,4.7,28103,0,0,10.243667
Marina Beach,tourist attraction,4.4,0.5,chennai,13.0471263,80.2824339,0,4.4,23059,0,0,10.045855
Chennai Lighthouse,tourist attraction,4.5,0.5,chennai,13.0397354,80.2792984,0,4.5,20930,0,0,9.948987
Government Museum Chennai,museum,4.3,0.5,chennai,13.0697641,80.2570356,0,4.3,19623,0,0,9.884509
"Sri Venkateswara Swamy Temple, Tirumala Tirupati Devasthanam",hindu temple,4.7,0.5,chennai,13.0359112,80.2365138,0,4.7,19550,0,0,9.880782
Panagal Park,park,4.1,0.5,chennai,13.0412089,80.2332009,0,4.1,19241,0,0,9.864851
Mahatma Gandhi Statue,tourist attraction,4.5,0.5,chennai,13.0433151,80.28002029999999,0,4.5,15543,0,0,9.65143
Kalikambal Kamadeswarar Temple,hindu temple,4.8,0.5,chennai,13.0945949,80.2891805,0,4.8,13477,0,0,9.508814
Vivekananda House,museum,4.5,0.5,chennai,13.0494675,80.2803374,0,4.5,10210,0,0,9.231221
Puratchi Thalaivi Dr. J. Jayalalithaa Memorial,tourist attraction,4.3,0.5,chennai,13.0641773,80.28574909999999,0,4.3,9511,0,0,9.160309
Chetpet Ecopark,park,4.3,0.5,chennai,13.0767297,80.24108360000001,0,4.3,9234,0,0,9.130756
Kandhakottam Temple,hindu temple,4.7,0.5,chennai,13.0860483,80.27915349999999,0,4.7,6983,0,0,8.851377
Jeeva Park,park,4.3,0.5,chennai,13.0439662,80.2377935,0,4.3,6538,0,0,8.78554
Fort St. George Museum,museum,4.3,0.5,chennai,13.0806383,80.2876185,0,4.3,6036,0,0,8.705662
Perarignar Anna Memorial,tourist attraction,4.3,0.5,chennai,13.0654523,80.28552619999999,0,4.3,4356,0,0,8.379539
Anna Nagar Ayyappa Temple,hindu temple,4.8,0.5,chennai,13.0851268,80.21313649999999,0,4.8,3816,0,0,8.24722
A Cube,electronics store,4.0,0.5,chennai,13.0926176,80.2918948,0,4.0,3057,0,0,8.025516
Arulmigu Mundagakanni Amman Temple,hindu temple,4.7,0.5,chennai,13.0376933,80.2709817,0,4.7,2744,0,0,7.917536
Walajah Big Mosque,mosque,4.8,0.5,chennai,13.06378,80.2725419,0,4.8,2657,0,0,7.885329
Madras Kali Bari temple,hindu temple,4.7,0.5,chennai,13.0445377,80.22125810000001,0,4.7,2514,0,0,7.830028
Sri Chenna Kesava Perumal Temple,hindu temple,4.5,0.5,chennai,13.0884033,80.28053229999999,0,4.5,2328,0,0,7.753194
My Ladys Garden,park,4.2,0.5,chennai,13.0882587,80.272204,0,4.2,2197,0,0,7.695303
Our Lady of Lourdes Shrine,tourist attraction,4.7,0.5,chennai,13.1090791,80.241058,0,4.7,2085,0,0,7.643004
Avvaiyar Statue,tourist attraction,4.5,0.5,chennai,13.0462477,80.2803806,0,4.5,1888,0,0,7.543803
Secretariat Park,park,4.4,0.5,chennai,13.0793055,80.2882834,0,4.4,1886,0,0,7.542744
Sri Ayyappa Temple,hindu temple,4.7,0.5,chennai,13.1109006,80.2455481,0,4.7,1702,0,0,7.440147
Thousand Lights Shia Mosque,mosque,4.4,0.5,chennai,13.0551235,80.255128,0,4.4,1687,0,0,7.4313
Arulmigu Muppathamman Aalayam,hindu temple,4.7,0.5,chennai,13.0427354,80.23055029999999,0,4.7,1607,0,0,7.382746
Arulmigu Gangadeeswarar Koil,hindu temple,4.6,0.5,chennai,13.0845954,80.2542648,0,4.6,1548,0,0,7.345365
Victory War Memorial,park,4.5,0.5,chennai,13.0734897,80.285625,0,4.5,1471,0,0,7.294377
Kittu Park,park,4.2,0.5,chennai,13.0341736,80.22468099999999,0,4.2,1349,0,0,7.20786
Votive Shrine Of The Immaculate Heart of Mary,tourist attraction,4.7,0.5,chennai,13.0814991,80.2356351,0,4.7,1330,0,0,7.193686
MGR Memorial House,tourist attraction,4.6,0.5,chennai,13.0385674,80.24177929999999,0,4.6,1318,0,0,7.184629
Kodambakkam Puliyur Masjid,mosque,4.7,0.5,chennai,13.0542849,80.22926389999999,0,4.7,1314,0,0,7.181592
Parrot Sudarson,tourist attraction,4.9,0.5,chennai,13.0785083,80.2705208,0,4.9,1302,0,0,7.172425
Labour Statue,tourist attraction,4.4,0.5,chennai,13.0641201,80.283706,0,4.4,1192,0,0,7.084226
Arulmigu Thelliyasinga Perumal Temple,hindu temple,4.7,0.5,chennai,13.0539921,80.27601229999999,0,4.7,1164,0,0,7.060476
Chennai Corporation Robinson park,park,4.1,0.5,chennai,13.1093006,80.2876323,0,4.1,1158,0,0,7.055313
Sri Adikesava Perumal Peyalwar Temple,hindu temple,4.7,0.5,chennai,13.0306912,80.2706536,0,4.7,1150,0,0,7.048386
Church of Our Lady of Light (Luz Church),tourist attraction,4.7,0.5,chennai,13.0381608,80.2623978,0,4.7,1073,0,0,6.979145
May Day Park,park,4.3,0.5,chennai,13.0734444,80.27322219999999,0,4.3,1041,0,0,6.948897
Ravishwarar Shiva Temple (சிவ மயம்),hindu temple,4.7,0.5,chennai,13.1157502,80.26171509999999,0,4.7,910,0,0,6.814543
Sri Kandaswamy temple,hindu temple,4.6,0.5,chennai,13.0944753,80.2553382,0,4.6,894,0,0,6.796824
Kotturpuram Urban Forest,park,4.5,0.5,chennai,13.0239815,80.2444108,0,4.5,864,0,0,6.76273
Madras High Court.,tourist attraction,4.3,0.5,chennai,13.0856293,80.2882667,0,4.3,850,0,0,6.746412
Gandhi Beach,tourist attraction,4.4,0.5,chennai,13.0411187,80.2814025,0,4.4,710,0,0,6.566672
Shiva Vishnu Temple,hindu temple,4.6,0.5,chennai,13.0359937,80.2302188,0,4.6,653,0,0,6.483107
Sri Ramakrishna Math Chennai,hindu temple,4.8,0.5,chennai,13.0310677,80.2675077,0,4.8,606,0,0,6.408529
Periyapalayathamman Temple,hindu temple,4.4,0.5,chennai,13.1193908,80.2487988,0,4.4,573,0,0,6.352629
Zai Palace,tourist attraction,3.8,0.5,chennai,13.1161287,80.2925666,0,3.8,563,0,0,6.335054
Arulmigu Sri Paanchali Amman Thirukovil,hindu temple,4.6,0.5,chennai,13.0769907,80.21068269999999,0,4.6,539,0,0,6.291569
Veda Nilayam,tourist attraction,4.4,0.5,chennai,13.0431412,80.25228779999999,0,4.4,526,0,0,6.267201
Victoria Public Hall,tourist attraction,4.5,0.5,chennai,13.0819518,80.27261759999999,0,4.5,455,0,0,6.122493
Kamarajar Memorial House,museum,4.5,0.5,chennai,13.0474886,80.2395082,0,4.5,444,0,0,6.098074
Big Street Masjid,mosque,4.6,0.5,chennai,13.0629335,80.27550029999999,0,4.6,413,0,0,6.025866
World's Second Longest Urban Beach - Marina Beach point,tourist attraction,4.4,0.5,chennai,13.0551904,80.2847104,0,4.4,389,0,0,5.966147
Artificial Water Falls,tourist attraction,4.2,0.5,chennai,13.0637011,80.2837029,0,4.2,387,0,0,5.961005
CSI St. Mary's Church,tourist attraction,4.6,0.5,chennai,13.078749,80.2865717,0,4.6,376,0,0,5.932245
The Armenian Church,tourist attraction,4.6,0.5,chennai,13.0891168,80.2876381,0,4.6,371,0,0,5.918894
Arulmigu sri Ellamman Kovil,hindu temple,4.6,0.5,chennai,13.0546029,80.27414519999999,0,4.6,335,0,0,5.817111
Church of South India - Diocese of Madras,tourist attraction,4.6,0.5,chennai,13.0511758,80.2521772,0,4.6,312,0,0,5.746203
Mahalingeswarar Temple,hindu temple,4.8,0.5,chennai,13.0573683,80.23465999999999,0,4.8,296,0,0,5.693732
Marina Beach- Kannagi Statue Point,tourist attraction,4.4,0.5,chennai,13.05759,80.2822002,0,4.4,296,0,0,5.693732
Rajarajeshwari Temple,hindu temple,4.7,0.5,chennai,13.1168104,80.2269451,0,4.7,279,0,0,5.63479
Dugout Trampoline Park and Sports Arena.,amusement park,4.5,0.5,chennai,13.0734336,80.24697520000001,0,4.5,276,0,0,5.624018
Egmore Srinivasa Perumal Temple,hindu temple,4.6,0.5,chennai,13.0754915,80.2545933,0,4.6,267,0,0,5.590987
Chetpet Lake,park,4.2,0.5,chennai,13.0749986,80.2411329,0,4.2,254,0,0,5.541264
Marina Blue Flag Beach,tourist attraction,4.4,0.5,chennai,13.0585565,80.28408069999999,0,4.4,250,0,0,5.525453
AdhiKesava Perumal Temple,hindu temple,4.6,0.5,chennai,13.0761908,80.2674315,0,4.6,244,0,0,5.501258
St. Peter's Church,tourist attraction,4.6,0.5,chennai,13.1084865,80.2949115,0,4.6,243,0,0,5.497168
Angalamman Temple,hindu temple,4.4,0.5,chennai,13.0586404,80.2176929,0,4.4,240,0,0,5.484797
Sri Ayyappan Temple,hindu temple,4.7,0.5,chennai,13.0754945,80.25519829999999,0,4.7,219,0,0,5.393628
Dr. APJ Abdul Kalam Park,park,4.5,0.5,chennai,13.0631126,80.234314,0,4.5,218,0,0,5.389072
Kasimedu Rock Beach,tourist attraction,4.4,0.5,chennai,13.1401813,80.3015298,0,4.4,203,0,0,5.31812
Thiruthanivelmurugan Kovil,hindu temple,4.5,0.5,chennai,13.1382038,80.2812139,0,4.5,198,0,0,5.293305
Arthanareeswarar Temple,hindu temple,4.7,0.5,chennai,13.0779678,80.2537929,0,4.7,180,0,0,5.198497
Ramanujan Museum & Math Education Centre,museum,4.3,0.5,chennai,13.1135197,80.2906052,0,4.3,184,0,0,5.220356
NOCHIKUPPAM BEACH,tourist attraction,4.2,0.5,chennai,13.037871,80.2808135,0,4.2,180,0,0,5.198497
Children's Museum,museum,4.2,0.5,chennai,13.0699286,80.2563584,0,4.2,149,0,0,5.010635
Light house Chennai,tourist attraction,4.4,0.5,chennai,13.0843007,80.2704622,0,4.4,146,0,0,4.990433
Marina Sandy Beach Chennai,tourist attraction,4.1,0.5,chennai,13.0585571,80.2861712,0,4.1,143,0,0,4.969813
Sri Lankan Buddhist Temple මහා බෝධි,tourist attraction,4.6,0.5,chennai,13.0762703,80.26218220000001,0,4.6,134,0,0,4.905275
Thirukadaiyur temple Marriage Services,tourist attraction,4.7,0.5,chennai,13.0763506,80.22047429999999,0,4.7,132,0,0,4.890349
Ranganathar Temple,hindu temple,4.5,0.5,chennai,13.0707852,80.26739189999999,0,4.5,122,0,0,4.812184
Wooden Road sea sand beach,tourist attraction,4.4,0.5,chennai,13.0486366,80.28347819999999,0,4.4,108,0,0,4.691348
Mannady street,tourist attraction,4.2,0.5,chennai,13.0952771,80.2894075,0,4.2,104,0,0,4.65396
B2B HOLIDAYS,travel agency,4.9,0.5,chennai,13.0412501,80.2149822,0,4.9,92,0,0,4.532599
Dharmaraja Draupadi Amman Temple,hindu temple,4.5,0.5,chennai,13.0750875,80.2665823,0,4.5,95,0,0,4.564348
Simbu house,tourist attraction,4.6,0.5,chennai,13.0393634,80.23875939999999,0,4.6,93,0,0,4.543295
Perarignar Anna Museum,museum,4.4,0.5,chennai,13.066214,80.2850389,0,4.4,90,0,0,4.51086
Dharmaraja Temple,hindu temple,4.5,0.5,chennai,13.1023451,80.29072,0,4.5,86,0,0,4.465908
Rock Point,tourist attraction,4.3,0.5,chennai,13.0681409,80.29039569999999,0,4.3,83,0,0,4.430817
Shirdi Sai Baba Mandir,hindu temple,4.4,0.5,chennai,13.090457,80.25453279999999,0,4.4,77,0,0,4.356709
Travel Fantasie,travel agency,4.8,0.5,chennai,13.1075954,80.2091008,0,4.8,68,0,0,4.234107
Mangalam Travel & Tours | Alwarpet,travel agency,4.8,0.5,chennai,13.0349292,80.2541031,0,4.8,63,0,0,4.158883
AL MATAF HAJ AND UMRAH SERVICES,tourist attraction,4.3,0.5,chennai,13.0846635,80.2698241,0,4.3,67,0,0,4.219508
Bharathidasan Statue,tourist attraction,4.2,0.5,chennai,13.0483802,80.28067399999999,0,4.2,58,0,0,4.077537
Marina beach sea view point,tourist attraction,4.3,0.5,chennai,13.0586159,80.286378,0,4.3,56,0,0,4.043051
N4 beach view point,tourist attraction,4.5,0.5,chennai,13.1341118,80.2979798,0,4.5,52,0,0,3.970292
The Travel Xperts,tourist attraction,4.7,0.5,chennai,13.0400146,80.2291912,0,4.7,48,0,0,3.89182
N4 bech,tourist attraction,4.5,0.5,chennai,13.1335117,80.30038809999999,0,4.5,48,0,0,3.89182
Merina beach,tourist attraction,4.5,0.5,chennai,13.0627184,80.2857434,0,4.5,47,0,0,3.871201
Arulmigu Draupadi Amman Alayam,hindu temple,4.5,0.5,chennai,13.0383247,80.2505015,0,4.5,45,0,0,3.828641
Sri Balasubramania Swamy Devasthanam,hindu temple,4.7,0.5,chennai,13.0709335,80.265866,0,4.7,41,0,0,3.73767
Chennai View Point,tourist attraction,4.6,0.5,chennai,13.1313422,80.3049222,0,4.6,34,0,0,3.555348
Sri Arasadi Karpaga Vinayagar Temple,hindu temple,4.9,0.5,chennai,13.0592352,80.27563839999999,0,4.9,30,0,0,3.433987
Netaji Subash Chandra Bose Statue,tourist attraction,4.7,0.5,chennai,13.0561402,80.2819477,0,4.7,29,0,0,3.401197
Arulmigu Sri Venkatesa Narayana Perumal Temple,hindu temple,4.6,0.5,chennai,13.0921224,80.275445,0,4.6,28,0,0,3.367296
Kasimedu beach,tourist attraction,4.1,0.5,chennai,13.1391793,80.29902799999999,0,4.1,32,0,0,3.496508
Shri Madurai Veeran Temple,hindu temple,4.5,0.5,chennai,13.0583611,80.2696716,0,4.5,27,0,0,3.332205
Om Namo Narayana Temple,hindu temple,4.6,0.5,chennai,13.0962157,80.2350487,0,4.6,26,0,0,3.295837
Marina Seashore,tourist attraction,4.8,0.5,chennai,13.0547832,80.2853683,0,4.8,23,0,0,3.178054
Kasimedu view point,tourist attraction,4.7,0.5,chennai,13.131934,80.3025059,0,4.7,24,0,0,3.218876
Tree Monument,tourist attraction,4.3,0.5,chennai,13.0653833,80.2834,0,4.3,24,0,0,3.218876
T. Nagar Skywalk,tourist attraction,4.2,0.5,chennai,13.0440253,80.23233019999999,0,4.2,24,0,0,3.218876
Vergil Paradise,tourist attraction,4.1,0.5,chennai,13.0571018,80.2856673,0,4.1,25,0,0,3.258097
"Subway, mountroad, chennai, Tamilnadu",tourist attraction,4.4,0.5,chennai,13.0681116,80.2716275,0,4.4,21,0,0,3.091042
Old Light House,tourist attraction,4.4,0.5,chennai,13.0868685,80.2888226,0,4.4,20,0,0,3.044522
